p0,T,waitingTime,tauAlphaEst,tauBlock,tauAlpha,crossed,n,idx
3.75,0.01593991,25853.0,2154.43,2154.43,3200.752834458441,1,4096,0
3.75,0.01593991,28007.0,2154.43,2154.43,,0,4096,0
3.75,0.01593991,30162.0,2154.43,2154.43,,0,4096,0
3.75,0.01593991,4309.0,2154.43,2154.43,1912.0410125843532,1,4096,0
3.75,0.01593991,6463.0,2154.43,2154.43,2665.4482551173583,1,4096,0
3.75,0.01593991,8618.0,2154.43,2154.43,2138.2636460327008,1,4096,0
3.775,0.01126058,0.0,10000.0,10000.0,4939.234541326743,1,4096,0
3.775,0.01126058,100000.0,10000.0,10000.0,9686.091189618932,1,4096,0
3.775,0.01126058,10000.0,10000.0,10000.0,3956.528039699318,1,4096,0
3.775,0.01126058,110000.0,10000.0,10000.0,10634.826353104772,1,4096,0
3.775,0.01126058,120000.0,10000.0,10000.0,12281.914026451492,1,4096,0
3.775,0.01126058,130000.0,10000.0,10000.0,18909.786384370895,1,4096,0
3.775,0.01126058,140000.0,10000.0,10000.0,,0,4096,0
3.775,0.01126058,20000.0,10000.0,10000.0,4848.963996127858,1,4096,0
3.775,0.01126058,30000.0,10000.0,10000.0,4168.258474681803,1,4096,0
3.775,0.01126058,40000.0,10000.0,10000.0,3707.0027091744764,1,4096,0
3.775,0.01126058,50000.0,10000.0,10000.0,5490.601847299656,1,4096,0
3.775,0.01126058,60000.0,10000.0,10000.0,5172.503424627886,1,4096,0
3.775,0.01126058,70000.0,10000.0,10000.0,6844.027323434361,1,4096,0
3.775,0.01126058,80000.0,10000.0,10000.0,9599.62580153344,1,4096,0
3.775,0.01126058,90000.0,10000.0,10000.0,10519.064436521709,1,4096,0
3.775,0.01235791,0.0,4641.59,4641.59,1928.7330767976575,1,4096,0
3.775,0.01235791,13925.0,4641.59,4641.59,3291.542541987911,1,4096,0
3.775,0.01235791,18566.0,4641.59,4641.59,3122.4744806776926,1,4096,0
3.775,0.01235791,23208.0,4641.59,4641.59,4130.494025101622,1,4096,0
3.775,0.01235791,27850.0,4641.59,4641.59,3996.957448918147,1,4096,0
3.775,0.01235791,32491.0,4641.59,4641.59,3509.770241579192,1,4096,0
3.775,0.01235791,37133.0,4641.59,4641.59,3129.925817894924,1,4096,0
3.775,0.01235791,41774.0,4641.59,4641.59,3392.267372270842,1,4096,0
3.775,0.01235791,46416.0,4641.59,4641.59,4605.106398522472,1,4096,0
3.775,0.01235791,4642.0,4641.59,4641.59,2375.4304046597827,1,4096,0
3.775,0.01235791,51057.0,4641.59,4641.59,4988.223069252698,1,4096,0
3.775,0.01235791,55699.0,4641.59,4641.59,6179.830203386857,1,4096,0
3.775,0.01235791,60341.0,4641.59,4641.59,6326.4018365862385,1,4096,0
3.775,0.01235791,64982.0,4641.59,4641.59,,0,4096,0
3.775,0.01235791,9283.0,4641.59,4641.59,2933.2657168864253,1,4096,0
3.8,0.00796442,0.0,10000.0,10000.0,4129.157323326574,1,4096,0
3.8,0.00796442,100000.0,10000.0,10000.0,6812.103084824754,1,4096,0
3.8,0.00796442,10000.0,10000.0,10000.0,6260.069242223868,1,4096,0
3.8,0.00796442,110000.0,10000.0,10000.0,6288.402171197264,1,4096,0
3.8,0.00796442,120000.0,10000.0,10000.0,10289.365341113515,1,4096,0
3.8,0.00796442,130000.0,10000.0,10000.0,11357.293467571371,1,4096,0
3.8,0.00796442,140000.0,10000.0,10000.0,,0,4096,0
3.8,0.00796442,20000.0,10000.0,10000.0,6268.015926503192,1,4096,0
3.8,0.00796442,30000.0,10000.0,10000.0,6439.86411292729,1,4096,0
3.8,0.00796442,40000.0,10000.0,10000.0,7996.685082450286,1,4096,0
3.8,0.00796442,50000.0,10000.0,10000.0,7197.804352388383,1,4096,0
3.8,0.00796442,60000.0,10000.0,10000.0,6869.88601616022,1,4096,0
3.8,0.00796442,70000.0,10000.0,10000.0,6389.982098146413,1,4096,0
3.8,0.00796442,80000.0,10000.0,10000.0,6294.754154929698,1,4096,0
3.8,0.00796442,90000.0,10000.0,10000.0,6052.830157232733,1,4096,0
3.8,0.00876128,0.0,4641.59,4641.59,2546.783321146633,1,4096,0
3.8,0.00876128,13925.0,4641.59,4641.59,4122.47794106556,1,4096,0
3.8,0.00876128,18566.0,4641.59,4641.59,3736.4205233947237,1,4096,0
3.8,0.00876128,23208.0,4641.59,4641.59,4846.5019741528595,1,4096,0
3.8,0.00876128,27850.0,4641.59,4641.59,4410.990874435331,1,4096,0
3.8,0.00876128,32491.0,4641.59,4641.59,5264.152627982078,1,4096,0
3.8,0.00876128,37133.0,4641.59,4641.59,3961.5190300807944,1,4096,0
3.8,0.00876128,41774.0,4641.59,4641.59,4028.0655869583097,1,4096,0
3.8,0.00876128,46416.0,4641.59,4641.59,4279.037150625516,1,4096,0
3.8,0.00876128,4642.0,4641.59,4641.59,3721.8432972897026,1,4096,0
3.8,0.00876128,51057.0,4641.59,4641.59,4366.249736188912,1,4096,0
3.8,0.00876128,55699.0,4641.59,4641.59,4496.330432372215,1,4096,0
3.8,0.00876128,60341.0,4641.59,4641.59,3637.454198154157,1,4096,0
3.8,0.00876128,64982.0,4641.59,4641.59,,0,4096,0
3.8,0.00876128,9283.0,4641.59,4641.59,3246.830937910236,1,4096,0
3.8,0.09830474,0.0,10.0,1000.0,16.563057360747752,1,4096,0
3.8,0.09830474,10000.0,10.0,1000.0,16.57285120605433,1,4096,0
3.8,0.09830474,1000.0,10.0,1000.0,15.715930910057962,1,4096,0
3.8,0.09830474,11000.0,10.0,1000.0,15.676946429211704,1,4096,0
3.8,0.09830474,12000.0,10.0,1000.0,16.029277731184475,1,4096,0
3.8,0.09830474,13000.0,10.0,1000.0,17.19638179496367,1,4096,0
3.8,0.09830474,14000.0,10.0,1000.0,16.39936696462449,1,4096,0
3.8,0.09830474,2000.0,10.0,1000.0,16.135088186666028,1,4096,0
3.8,0.09830474,3000.0,10.0,1000.0,16.013185945114227,1,4096,0
3.8,0.09830474,4000.0,10.0,1000.0,16.235013795765777,1,4096,0
3.8,0.09830474,5000.0,10.0,1000.0,14.586320961565907,1,4096,0
3.8,0.09830474,6000.0,10.0,1000.0,16.473295964673106,1,4096,0
3.8,0.09830474,7000.0,10.0,1000.0,15.01293347426513,1,4096,0
3.8,0.09830474,8000.0,10.0,1000.0,17.01980580285517,1,4096,0
3.8,0.09830474,9000.0,10.0,1000.0,17.36016166751295,1,4096,0
3.825,0.10321059,0.0,10.0,1000.0,14.926188004454831,1,4096,0
3.825,0.10321059,10000.0,10.0,1000.0,13.712351077675478,1,4096,0
3.825,0.10321059,1000.0,10.0,1000.0,14.510317779065318,1,4096,0
3.825,0.10321059,11000.0,10.0,1000.0,12.86876656957122,1,4096,0
3.825,0.10321059,12000.0,10.0,1000.0,14.363208161985227,1,4096,0
3.825,0.10321059,13000.0,10.0,1000.0,13.248527183459197,1,4096,0
3.825,0.10321059,14000.0,10.0,1000.0,13.561416337855027,1,4096,0
3.825,0.10321059,2000.0,10.0,1000.0,14.25224432494125,1,4096,0
3.825,0.10321059,3000.0,10.0,1000.0,13.469343938514237,1,4096,0
3.825,0.10321059,4000.0,10.0,1000.0,14.670149067561134,1,4096,0
3.825,0.10321059,5000.0,10.0,1000.0,14.469411587760927,1,4096,0
3.825,0.10321059,6000.0,10.0,1000.0,13.6573598079984,1,4096,0
3.825,0.10321059,7000.0,10.0,1000.0,12.539104300560787,1,4096,0
3.825,0.10321059,8000.0,10.0,1000.0,14.118430514588885,1,4096,0
3.825,0.10321059,9000.0,10.0,1000.0,14.317974895207987,1,4096,0
3.85,0.00163685,0.0,10000.0,10000.0,6178.360498058729,1,4096,0
3.85,0.00163685,100000.0,10000.0,10000.0,12368.991092224383,1,4096,0
3.85,0.00163685,10000.0,10000.0,10000.0,6822.273207467138,1,4096,0
3.85,0.00163685,110000.0,10000.0,10000.0,12166.319456263984,1,4096,0
3.85,0.00163685,120000.0,10000.0,10000.0,13292.500206670962,1,4096,0
3.85,0.00163685,130000.0,10000.0,10000.0,11069.277530018515,1,4096,0
3.85,0.00163685,140000.0,10000.0,10000.0,,0,4096,0
3.85,0.00163685,20000.0,10000.0,10000.0,7120.718034308786,1,4096,0
3.85,0.00163685,30000.0,10000.0,10000.0,7320.486786497999,1,4096,0
3.85,0.00163685,40000.0,10000.0,10000.0,7844.823073904352,1,4096,0
3.85,0.00163685,50000.0,10000.0,10000.0,7513.871927452643,1,4096,0
3.85,0.00163685,60000.0,10000.0,10000.0,12805.259069128113,1,4096,0
3.85,0.00163685,70000.0,10000.0,10000.0,11056.186141494905,1,4096,0
3.85,0.00163685,80000.0,10000.0,10000.0,12127.3239752431,1,4096,0
3.85,0.00163685,90000.0,10000.0,10000.0,11788.28421605336,1,4096,0
3.85,0.00227471,0.0,4641.59,4641.59,3676.7408587634677,1,4096,0
3.85,0.00227471,13925.0,4641.59,4641.59,5376.89527649836,1,4096,0
3.85,0.00227471,18566.0,4641.59,4641.59,4738.051804177243,1,4096,0
3.85,0.00227471,23208.0,4641.59,4641.59,5528.774837808329,1,4096,0
3.85,0.00227471,27850.0,4641.59,4641.59,5356.805836525864,1,4096,0
3.85,0.00227471,32491.0,4641.59,4641.59,5749.070262678001,1,4096,0
3.85,0.00227471,37133.0,4641.59,4641.59,5540.226982030206,1,4096,0
3.85,0.00227471,41774.0,4641.59,4641.59,4682.281713186348,1,4096,0
3.85,0.00227471,46416.0,4641.59,4641.59,4738.093391708089,1,4096,0
3.85,0.00227471,4642.0,4641.59,4641.59,4924.6695120931145,1,4096,0
3.85,0.00227471,51057.0,4641.59,4641.59,4704.175280219003,1,4096,0
3.85,0.00227471,55699.0,4641.59,4641.59,4486.266464040983,1,4096,0
3.85,0.00227471,60341.0,4641.59,4641.59,4239.238333488171,1,4096,0
3.85,0.00227471,64982.0,4641.59,4641.59,,0,4096,0
3.85,0.00227471,9283.0,4641.59,4641.59,4723.298450876708,1,4096,0
3.85,0.00373261,0.0,2154.43,2154.43,1794.9794007028454,1,4096,0
3.85,0.00373261,10772.0,2154.43,2154.43,1805.8445418182405,1,4096,0
3.85,0.00373261,12927.0,2154.43,2154.43,1863.4217871039093,1,4096,0
3.85,0.00373261,15081.0,2154.43,2154.43,1578.8258560124025,1,4096,0
3.85,0.00373261,17235.0,2154.43,2154.43,1992.1671915919944,1,4096,0
3.85,0.00373261,19390.0,2154.43,2154.43,2056.3511626075947,1,4096,0
3.85,0.00373261,21544.0,2154.43,2154.43,1849.2825285002582,1,4096,0
3.85,0.00373261,2154.0,2154.43,2154.43,1820.2083877322148,1,4096,0
3.85,0.00373261,23699.0,2154.43,2154.43,2007.8719490779101,1,4096,0
3.85,0.00373261,25853.0,2154.43,2154.43,1739.160280516263,1,4096,0
3.85,0.00373261,28007.0,2154.43,2154.43,1713.320727198728,1,4096,0
3.85,0.00373261,30162.0,2154.43,2154.43,,0,4096,0
3.85,0.00373261,4309.0,2154.43,2154.43,1837.137738544097,1,4096,0
3.85,0.00373261,6463.0,2154.43,2154.43,1923.9897311913494,1,4096,0
3.85,0.00373261,8618.0,2154.43,2154.43,1942.1327477847165,1,4096,0
