model,p0,T,mean_A,std_A,skew_A,kurt_A,mean_P,std_P,skew_P,kurt_P,median_ell,f_ell_lt_T1,n_cells,n_ell,n_frames
vertex,3.825,0.10321059,1.0000000000000764,0.1374599103568398,-0.031097469576135642,0.03327748159907973,4.071658756988098,0.20843445704138458,-0.029964824943864352,0.03846633761232754,0.6781723598,0.0,32768,98304,8
vertex,3.825,0.09228032,1.0000000000001497,0.13011137536751255,-0.08046047746990229,0.10404028794529685,4.057646277124176,0.1943498509681236,0.001152456770755407,0.017088886240778756,0.6761525522,0.0,32768,98304,8
vertex,3.825,0.06529403,1.0000000000001772,0.10991428491227476,-0.07482349019517716,0.08755052198726165,4.013729021821961,0.16379993479723143,-0.023638536348199478,0.023296359952720724,0.6716591214000001,0.0,32768,98304,8
vertex,3.825,0.04506436,0.9999999999997498,0.09210195939135446,-0.1143260723573449,0.061483565175769694,3.976864754638733,0.1354041818097425,-0.044062125256233514,0.017093229246111896,0.6659800395,0.0,32768,98304,8
vertex,3.825,0.02759231,1.0000000000007294,0.07319403126872673,-0.12928214969792573,0.10013443228854335,3.9363455785789183,0.1060995388611105,0.0056528304006843505,-0.010570328756809744,0.6600292786999999,0.0,32768,98304,8
vertex,3.825,0.01691592,0.9999999999998321,0.059130702562130114,-0.1616239067011014,0.12430309849317478,3.9041359090753174,0.08311104898458797,0.009032101203699395,0.012675000226824995,0.65477540085,0.0,32768,98304,8
vertex,3.825,0.01083597,1.0000000000016387,0.04851763991590434,-0.18902408575985524,0.11830378361083493,3.8813532894344482,0.06662086508484037,0.024490990631920236,-0.03596198908950843,0.6520571122000001,0.0,32768,98304,8
vertex,3.825,0.0085038,1.0000000000014313,0.043412538529973066,-0.19800645990577898,0.15142058188199403,3.870947627833771,0.058767759053854896,0.0011863037051797719,0.0010861482195712036,0.64853492345,0.0,32768,98304,8
vertex,3.825,0.00687376,1.000000000000949,0.039895858482575694,-0.2098704352011596,0.117717797894902,3.8633191255719908,0.05362272086229659,0.0271558147295446,0.040695490295977965,0.64868395015,0.0,32768,98304,8
vertex,3.825,0.00683658,0.9999999999990418,0.040007604293747535,-0.20711854058468138,0.08268113107315589,3.8628929603902584,0.053418581727599314,0.017237751731775146,-0.029932880038677112,0.6496878510499999,0.0,32768,98304,8
vertex,3.825,0.0057681,1.0000000000008058,0.036777503551332746,-0.21970481329074182,0.10611385485608915,3.857618183674774,0.04900902936795752,0.02560478580651568,0.00519507020801413,0.64836459125,0.0,32768,98304,8
vertex,3.825,0.00496885,0.9999999999991638,0.034700115223057916,-0.22649756631075338,0.1101500047291708,3.851648818003845,0.045858641405772796,0.01794735986108003,0.008565346901861837,0.64649653845,0.0,32768,98304,8
vertex,3.825,0.00418735,0.9999999999996125,0.03235642963995773,-0.22985696296104086,0.08197936140994289,3.8483004920985104,0.04193116321200343,0.029528974497106047,0.03497341051348446,0.6463756894,0.0,32768,98304,8
vertex,3.825,0.00260712,1.000000000000119,0.02676809232788235,-0.24271898562002425,0.05217989696145997,3.8388996284519044,0.033531017305574395,-0.0017561476813835047,0.01645638397383209,0.64414325145,0.0,32768,98304,8
vertex,3.825,0.00172962,0.9999999999996918,0.023110508123427576,-0.22381094279269095,0.02082381493462737,3.8341753187888488,0.027593618559444144,0.007620850380047773,0.037059602174305706,0.64344869205,0.0,32768,98304,8
voronoi,3.825,0.063,0.9999999999991394,0.09613587222321154,0.004877595251420206,0.0058420947558222025,3.9115371002124326,0.14279571284985243,-0.05130814816652121,-0.03762324681733009,0.66479232115,0.0036824544270833335,32768,98304,8
voronoi,3.825,0.039,1.000000000001651,0.07838198019825626,-0.02581806419107193,-0.019849375250905688,3.891632704911346,0.11454323939877768,-0.01616637083089022,-0.013941814706668332,0.6629824268,0.002716064453125,32768,98304,8
voronoi,3.825,0.03105,0.9999999999987306,0.0709618724142752,-0.044183905393828195,0.049303430079629784,3.8839721084272156,0.10240912700215078,-0.039513213140018835,-0.01858224160018418,0.66046819305,0.00250244140625,32768,98304,8
voronoi,3.825,0.016,1.0000000000000062,0.05395402631807702,-0.05926370145230397,0.0037907452952321563,3.8623716433814694,0.07557988011138111,-0.025783787749975102,-0.04610050129134047,0.6594158313,0.001861572265625,32768,98304,8
voronoi,3.825,0.01,0.9999999999991334,0.044562550054158906,-0.1009045495923493,0.07670475821555023,3.850397544950409,0.060977821747194544,-0.017959377834796876,-0.01113025089771158,0.65892878525,0.00140380859375,32768,98304,8
voronoi,3.825,0.008,1.0000000000013458,0.04082918185422769,-0.10135961823933402,-0.01565485876221384,3.8457917915625615,0.0544030005156205,0.013611574963965277,-0.0042231939824493026,0.6568411503,0.0013326009114583333,32768,98304,8
voronoi,3.825,0.0063,0.9999999999997833,0.03739935955321141,-0.0937395000621269,0.04662376294197568,3.8420286524983824,0.048571375836827226,0.02074738970801063,-0.022418970334412425,0.65664576035,0.0012003580729166667,32768,98304,8
voronoi,3.825,0.005,0.9999999999999818,0.034044482363288636,-0.11357439086010164,-0.00013863339996245116,3.8381185296967772,0.04401331985148029,0.003373888431606362,0.012464343214552809,0.6564564121500001,0.0010477701822916667,32768,98304,8
voronoi,3.825,0.00385,1.0000000000003693,0.030668681756116877,-0.1314187705161708,0.025155087946516552,3.834820350833466,0.03868048206332889,-0.008348696904728113,-0.007891455997920183,0.65457444775,0.00091552734375,32768,98304,8
voronoi,3.825,0.0031,0.9999999999998412,0.02849164935165435,-0.1282714143741032,-0.011640838290531086,3.832611321834473,0.03494491671120997,-0.007689041697356984,-0.04011669800702622,0.6549874561,0.0007425944010416666,32768,98304,8
voronoi,3.825,0.0025,0.9999999999998931,0.02631892731192119,-0.1371094903363026,-0.02995197597816368,3.830898258625244,0.03200758348570102,0.00296822539534998,-0.005092021222265153,0.65512532565,0.0007527669270833334,32768,98304,8
