p0,T,waitingTime,tauAlphaEst,tauBlock,tauAlpha,crossed,n,idx
3.815,0.00565617,130000.0,10000.0,10000.0,9771.018042377807,1,4096,0
3.815,0.00565617,140000.0,10000.0,10000.0,,0,4096,0
3.815,0.00565617,20000.0,10000.0,10000.0,9535.08633519922,1,4096,0
3.815,0.00565617,30000.0,10000.0,10000.0,10017.274777110939,1,4096,0
3.815,0.00565617,40000.0,10000.0,10000.0,10521.55993552196,1,4096,0
3.815,0.00565617,50000.0,10000.0,10000.0,11909.993174242001,1,4096,0
3.815,0.00565617,60000.0,10000.0,10000.0,11548.466173443654,1,4096,0
3.815,0.00565617,70000.0,10000.0,10000.0,13602.070828522272,1,4096,0
3.815,0.00565617,80000.0,10000.0,10000.0,13419.4617420018,1,4096,0
3.815,0.00565617,90000.0,10000.0,10000.0,15912.95446322729,1,4096,0
