p0,T,waitingTime,tauAlphaEst,tauBlock,tauAlpha,crossed,n,idx
3.8,0.10807693,1000.0,10.0,1000.0,14.657738252735454,1,4096,0
3.8,0.10807693,11000.0,10.0,1000.0,14.594832072766216,1,4096,0
3.8,0.10807693,12000.0,10.0,1000.0,14.787415380329008,1,4096,0
3.8,0.10807693,13000.0,10.0,1000.0,14.095437077246029,1,4096,0
3.8,0.10807693,14000.0,10.0,1000.0,15.940249511209721,1,4096,0
3.8,0.10807693,2000.0,10.0,1000.0,13.981044345311549,1,4096,0
3.8,0.10807693,3000.0,10.0,1000.0,14.61304053044099,1,4096,0
3.8,0.10807693,4000.0,10.0,1000.0,13.978569549560463,1,4096,0
3.8,0.10807693,5000.0,10.0,1000.0,13.56420816346927,1,4096,0
3.8,0.10807693,6000.0,10.0,1000.0,13.777306578922069,1,4096,0
3.8,0.10807693,7000.0,10.0,1000.0,13.246241380653549,1,4096,0
3.8,0.10807693,8000.0,10.0,1000.0,13.477258912991688,1,4096,0
3.8,0.10807693,9000.0,10.0,1000.0,14.30852046682471,1,4096,0
3.815,0.00526263,0.0,10000.0,10000.0,6604.753860265171,1,4096,0
3.815,0.00526263,100000.0,10000.0,10000.0,20238.10579082623,1,4096,0
3.815,0.00526263,10000.0,10000.0,10000.0,8701.638128112618,1,4096,0
3.815,0.00526263,110000.0,10000.0,10000.0,21704.16616793444,1,4096,0
3.815,0.00526263,120000.0,10000.0,10000.0,21463.015042053106,1,4096,0
3.815,0.00526263,130000.0,10000.0,10000.0,19848.027370362033,1,4096,0
3.815,0.00526263,140000.0,10000.0,10000.0,,0,4096,0
3.815,0.00526263,20000.0,10000.0,10000.0,10690.670251366857,1,4096,0
3.815,0.00526263,30000.0,10000.0,10000.0,16220.670271939789,1,4096,0
3.815,0.00526263,40000.0,10000.0,10000.0,18904.19605892817,1,4096,0
3.815,0.00526263,50000.0,10000.0,10000.0,18424.01831804329,1,4096,0
3.815,0.00526263,60000.0,10000.0,10000.0,18697.458007182617,1,4096,0
3.815,0.00526263,70000.0,10000.0,10000.0,18559.50127282549,1,4096,0
3.815,0.00526263,80000.0,10000.0,10000.0,13577.228385273876,1,4096,0
3.815,0.00526263,90000.0,10000.0,10000.0,14310.188012140354,1,4096,0
