p0,T,waitingTime,tauAlphaEst,tauBlock,tauAlpha,crossed,n,idx
3.8,0.00996505,8000.0,1000.0,1000.0,1775.614846862295,1,4096,0
3.8,0.00996505,9000.0,1000.0,1000.0,1721.4987376152603,1,4096,0
3.8,0.01365467,0.0,464.159,1000.0,548.6053784420446,1,4096,0
3.8,0.01365467,10000.0,464.159,1000.0,564.7676799230206,1,4096,0
3.8,0.01365467,1000.0,464.159,1000.0,579.6450470092329,1,4096,0
3.8,0.01365467,11000.0,464.159,1000.0,579.3449883145577,1,4096,0
3.8,0.01365467,12000.0,464.159,1000.0,543.296448591201,1,4096,0
3.8,0.01365467,13000.0,464.159,1000.0,569.7252370663591,1,4096,0
3.8,0.01365467,14000.0,464.159,1000.0,562.6188274594325,1,4096,0
3.8,0.01365467,2000.0,464.159,1000.0,572.6922014327014,1,4096,0
3.8,0.01365467,3000.0,464.159,1000.0,523.5861879057721,1,4096,0
3.8,0.01365467,4000.0,464.159,1000.0,520.4522012195628,1,4096,0
3.8,0.01365467,5000.0,464.159,1000.0,610.8957590493574,1,4096,0
3.8,0.01365467,6000.0,464.159,1000.0,640.8835714500342,1,4096,0
3.8,0.01365467,7000.0,464.159,1000.0,558.350099294138,1,4096,0
3.8,0.01365467,8000.0,464.159,1000.0,606.1255306425178,1,4096,0
3.8,0.01365467,9000.0,464.159,1000.0,509.0156120120885,1,4096,0
3.8,0.01973598,0.0,215.443,1000.0,204.67115901590816,1,4096,0
3.8,0.01973598,10000.0,215.443,1000.0,236.22728646956918,1,4096,0
3.8,0.01973598,1000.0,215.443,1000.0,233.59582459494095,1,4096,0
3.8,0.01973598,11000.0,215.443,1000.0,205.87240195421074,1,4096,0
3.8,0.01973598,12000.0,215.443,1000.0,233.115622371665,1,4096,0
3.8,0.01973598,13000.0,215.443,1000.0,238.1013504695441,1,4096,0
3.8,0.01973598,14000.0,215.443,1000.0,209.85236025945866,1,4096,0
3.8,0.01973598,2000.0,215.443,1000.0,230.08120854209878,1,4096,0
3.8,0.01973598,3000.0,215.443,1000.0,237.1449439989605,1,4096,0
3.8,0.01973598,4000.0,215.443,1000.0,204.81473884282573,1,4096,0
3.8,0.01973598,5000.0,215.443,1000.0,246.396228002265,1,4096,0
3.8,0.01973598,6000.0,215.443,1000.0,221.80253386247838,1,4096,0
3.8,0.01973598,7000.0,215.443,1000.0,229.6659999760353,1,4096,0
3.8,0.01973598,8000.0,215.443,1000.0,233.1837819247824,1,4096,0
3.8,0.01973598,9000.0,215.443,1000.0,221.01149476158264,1,4096,0
3.8,0.03119342,0.0,100.0,1000.0,90.2503859366156,1,4096,0
3.8,0.03119342,10000.0,100.0,1000.0,88.59184927062992,1,4096,0
3.8,0.03119342,1000.0,100.0,1000.0,98.72711593863235,1,4096,0
3.8,0.03119342,11000.0,100.0,1000.0,97.00737347706549,1,4096,0
3.8,0.03119342,12000.0,100.0,1000.0,92.12152258401618,1,4096,0
3.8,0.03119342,13000.0,100.0,1000.0,92.79681920895315,1,4096,0
3.8,0.03119342,14000.0,100.0,1000.0,89.98933759298521,1,4096,0
3.8,0.03119342,2000.0,100.0,1000.0,97.75510024950493,1,4096,0
3.8,0.03119342,3000.0,100.0,1000.0,102.48491215217221,1,4096,0
3.8,0.03119342,4000.0,100.0,1000.0,82.49597767293308,1,4096,0
3.8,0.03119342,5000.0,100.0,1000.0,94.89573853111979,1,4096,0
3.8,0.03119342,6000.0,100.0,1000.0,87.42723953093792,1,4096,0
3.8,0.03119342,7000.0,100.0,1000.0,88.02862882877933,1,4096,0
3.8,0.03119342,8000.0,100.0,1000.0,85.31710142579844,1,4096,0
3.8,0.03119342,9000.0,100.0,1000.0,85.60129480908651,1,4096,0
3.8,0.04493352,0.0,46.4159,1000.0,54.49927040025904,1,4096,0
3.8,0.04493352,10000.0,46.4159,1000.0,49.216710830836284,1,4096,0
3.8,0.04493352,1000.0,46.4159,1000.0,52.52042215693366,1,4096,0
3.8,0.04493352,11000.0,46.4159,1000.0,48.16789366908624,1,4096,0
3.8,0.04493352,12000.0,46.4159,1000.0,50.72698015879185,1,4096,0
3.8,0.04493352,13000.0,46.4159,1000.0,54.731670136461815,1,4096,0
3.8,0.04493352,14000.0,46.4159,1000.0,51.78761499228605,1,4096,0
3.8,0.04493352,2000.0,46.4159,1000.0,47.52056960983597,1,4096,0
3.8,0.04493352,3000.0,46.4159,1000.0,51.14599197403344,1,4096,0
3.8,0.04493352,4000.0,46.4159,1000.0,51.62808573825499,1,4096,0
3.8,0.04493352,5000.0,46.4159,1000.0,46.518705596370985,1,4096,0
3.8,0.04493352,6000.0,46.4159,1000.0,51.40792860877477,1,4096,0
3.8,0.04493352,7000.0,46.4159,1000.0,47.622975664978014,1,4096,0
3.8,0.04493352,8000.0,46.4159,1000.0,46.77678318514888,1,4096,0
3.8,0.04493352,9000.0,46.4159,1000.0,47.61931921696173,1,4096,0
3.8,0.06198152,0.0,21.5443,1000.0,31.46877608643735,1,4096,0
3.8,0.06198152,10000.0,21.5443,1000.0,30.04347529648851,1,4096,0
3.8,0.06198152,1000.0,21.5443,1000.0,27.820936508508744,1,4096,0
3.8,0.06198152,11000.0,21.5443,1000.0,28.45251832599202,1,4096,0
3.8,0.06198152,12000.0,21.5443,1000.0,31.584426041598242,1,4096,0
3.8,0.06198152,13000.0,21.5443,1000.0,29.852962699934857,1,4096,0
3.8,0.06198152,14000.0,21.5443,1000.0,28.54361759418997,1,4096,0
3.8,0.06198152,2000.0,21.5443,1000.0,34.261260185719976,1,4096,0
3.8,0.06198152,3000.0,21.5443,1000.0,33.08688621334284,1,4096,0
3.8,0.06198152,4000.0,21.5443,1000.0,31.281306695064373,1,4096,0
3.8,0.06198152,5000.0,21.5443,1000.0,26.175270601225815,1,4096,0
3.8,0.06198152,6000.0,21.5443,1000.0,31.756384838297823,1,4096,0
3.8,0.06198152,7000.0,21.5443,1000.0,29.83131436724975,1,4096,0
3.8,0.06198152,8000.0,21.5443,1000.0,32.16659413688605,1,4096,0
3.8,0.06198152,9000.0,21.5443,1000.0,32.54397784358892,1,4096,0
3.8,0.08400365,0.0,10.0,1000.0,20.506686429083654,1,4096,0
3.8,0.08400365,10000.0,10.0,1000.0,20.102012150864294,1,4096,0
3.8,0.08400365,1000.0,10.0,1000.0,19.927927609707424,1,4096,0
3.8,0.08400365,11000.0,10.0,1000.0,20.9268686352202,1,4096,0
3.8,0.08400365,12000.0,10.0,1000.0,19.940791361943813,1,4096,0
3.8,0.08400365,13000.0,10.0,1000.0,19.922054761743734,1,4096,0
3.8,0.08400365,14000.0,10.0,1000.0,20.566843949592748,1,4096,0
3.8,0.08400365,2000.0,10.0,1000.0,19.234192867781953,1,4096,0
3.8,0.08400365,3000.0,10.0,1000.0,20.50500616965756,1,4096,0
3.8,0.08400365,4000.0,10.0,1000.0,21.302716571213644,1,4096,0
3.8,0.08400365,5000.0,10.0,1000.0,20.619705916059118,1,4096,0
3.8,0.08400365,6000.0,10.0,1000.0,21.476801329277496,1,4096,0
3.8,0.08400365,7000.0,10.0,1000.0,21.81445097476601,1,4096,0
3.8,0.08400365,8000.0,10.0,1000.0,20.77442456458409,1,4096,0
3.8,0.08400365,9000.0,10.0,1000.0,20.681160844526687,1,4096,0
3.815,0.00297748,0.0,10000.0,10000.0,20404.592843633534,1,4096,0
3.815,0.00297748,100000.0,10000.0,10000.0,,0,4096,0
3.815,0.00297748,10000.0,10000.0,10000.0,32507.74544212919,1,4096,0
3.815,0.00297748,110000.0,10000.0,10000.0,,0,4096,0
3.815,0.00297748,120000.0,10000.0,10000.0,,0,4096,0
3.815,0.00297748,130000.0,10000.0,10000.0,,0,4096,0
3.815,0.00297748,140000.0,10000.0,10000.0,,0,4096,0
3.815,0.00297748,20000.0,10000.0,10000.0,48905.43838998244,1,4096,0
3.815,0.00297748,30000.0,10000.0,10000.0,79728.09010061045,1,4096,0
3.815,0.00297748,40000.0,10000.0,10000.0,92192.5905242973,1,4096,0
3.815,0.00297748,50000.0,10000.0,10000.0,,0,4096,0
3.815,0.00297748,60000.0,10000.0,10000.0,,0,4096,0
3.815,0.00297748,70000.0,10000.0,10000.0,,0,4096,0
3.815,0.00297748,80000.0,10000.0,10000.0,,0,4096,0
3.815,0.00297748,90000.0,10000.0,10000.0,,0,4096,0
3.815,0.00417946,0.0,4641.59,4641.59,8432.429010208209,1,4096,0
3.815,0.00417946,13925.0,4641.59,4641.59,18058.90466241685,1,4096,0
3.815,0.00417946,18566.0,4641.59,4641.59,20393.09127690191,1,4096,0
3.815,0.00417946,23208.0,4641.59,4641.59,22767.079728058892,1,4096,0
3.815,0.00417946,27850.0,4641.59,4641.59,23441.99966693851,1,4096,0
3.815,0.00417946,32491.0,4641.59,4641.59,25496.415527872683,1,4096,0
3.815,0.00417946,37133.0,4641.59,4641.59,25084.822373845553,1,4096,0
3.815,0.00417946,41774.0,4641.59,4641.59,,0,4096,0
3.815,0.00417946,46416.0,4641.59,4641.59,,0,4096,0
3.815,0.00417946,4642.0,4641.59,4641.59,10694.097328391068,1,4096,0
3.815,0.00417946,51057.0,4641.59,4641.59,,0,4096,0
3.815,0.00417946,55699.0,4641.59,4641.59,,0,4096,0
3.815,0.00417946,60341.0,4641.59,4641.59,,0,4096,0
3.815,0.00417946,64982.0,4641.59,4641.59,,0,4096,0
3.815,0.00417946,9283.0,4641.59,4641.59,12981.103538700652,1,4096,0
3.815,0.00590473,0.0,2154.43,2154.43,2206.9141488163095,1,4096,0
3.815,0.00590473,10772.0,2154.43,2154.43,5383.082493697252,1,4096,0
3.815,0.00590473,12927.0,2154.43,2154.43,4844.063839545143,1,4096,0
3.815,0.00590473,15081.0,2154.43,2154.43,5125.785236799481,1,4096,0
3.815,0.00590473,17235.0,2154.43,2154.43,5877.340157447454,1,4096,0
3.815,0.00590473,19390.0,2154.43,2154.43,4987.277311948556,1,4096,0
3.815,0.00590473,21544.0,2154.43,2154.43,5156.7214630944745,1,4096,0
3.815,0.00590473,2154.0,2154.43,2154.43,3975.443557933728,1,4096,0
3.815,0.00590473,23699.0,2154.43,2154.43,6798.469946121956,1,4096,0
3.815,0.00590473,25853.0,2154.43,2154.43,,0,4096,0
3.815,0.00590473,28007.0,2154.43,2154.43,,0,4096,0
3.815,0.00590473,30162.0,2154.43,2154.43,,0,4096,0
3.815,0.00590473,4309.0,2154.43,2154.43,4109.238504510016,1,4096,0
3.815,0.00590473,6463.0,2154.43,2154.43,4311.830247012019,1,4096,0
3.815,0.00590473,8618.0,2154.43,2154.43,5434.140371662006,1,4096,0
3.815,0.00881879,0.0,1000.0,1000.0,949.2393947549158,1,4096,0
3.815,0.00881879,10000.0,1000.0,1000.0,1253.1266686278586,1,4096,0
3.815,0.00881879,1000.0,1000.0,1000.0,1084.0850380415877,1,4096,0
3.815,0.00881879,11000.0,1000.0,1000.0,1304.9785301790994,1,4096,0
3.815,0.00881879,12000.0,1000.0,1000.0,1384.542367324603,1,4096,0
3.815,0.00881879,13000.0,1000.0,1000.0,1107.4786844019168,1,4096,0
3.815,0.00881879,14000.0,1000.0,1000.0,,0,4096,0
3.815,0.00881879,2000.0,1000.0,1000.0,1115.5609125714277,1,4096,0
3.815,0.00881879,3000.0,1000.0,1000.0,988.0415481755434,1,4096,0
3.815,0.00881879,4000.0,1000.0,1000.0,1155.2378195501794,1,4096,0
3.815,0.00881879,5000.0,1000.0,1000.0,1087.182816586987,1,4096,0
3.815,0.00881879,6000.0,1000.0,1000.0,1445.2836418793452,1,4096,0
3.815,0.00881879,7000.0,1000.0,1000.0,1319.097462846339,1,4096,0
3.815,0.00881879,8000.0,1000.0,1000.0,1303.8346643199216,1,4096,0
3.815,0.00881879,9000.0,1000.0,1000.0,1308.1179267026118,1,4096,0
3.815,0.01273808,0.0,464.159,1000.0,417.24018700937444,1,4096,0
3.815,0.01273808,10000.0,464.159,1000.0,473.1963473778019,1,4096,0
3.815,0.01273808,1000.0,464.159,1000.0,454.8687637106697,1,4096,0
3.815,0.01273808,11000.0,464.159,1000.0,432.49178710164966,1,4096,0
3.815,0.01273808,12000.0,464.159,1000.0,495.18514190023865,1,4096,0
3.815,0.01273808,13000.0,464.159,1000.0,477.1183463563011,1,4096,0
3.815,0.01273808,14000.0,464.159,1000.0,486.58870430314585,1,4096,0
3.815,0.01273808,2000.0,464.159,1000.0,477.95231516844797,1,4096,0
3.815,0.01273808,3000.0,464.159,1000.0,462.4009922231929,1,4096,0
3.815,0.01273808,4000.0,464.159,1000.0,438.4963371304763,1,4096,0
3.815,0.01273808,5000.0,464.159,1000.0,487.08187486630214,1,4096,0
3.815,0.01273808,6000.0,464.159,1000.0,503.6323239424021,1,4096,0
3.815,0.01273808,7000.0,464.159,1000.0,526.4621277436173,1,4096,0
3.815,0.01273808,8000.0,464.159,1000.0,441.4847855700285,1,4096,0
3.815,0.01273808,9000.0,464.159,1000.0,497.76553102941875,1,4096,0
3.815,0.02008463,0.0,215.443,1000.0,174.99992052368322,1,4096,0
3.815,0.02008463,10000.0,215.443,1000.0,158.67825480235678,1,4096,0
3.815,0.02008463,1000.0,215.443,1000.0,182.60723650292744,1,4096,0
3.815,0.02008463,11000.0,215.443,1000.0,173.8358762715786,1,4096,0
3.815,0.02008463,12000.0,215.443,1000.0,188.14436695509897,1,4096,0
3.815,0.02008463,13000.0,215.443,1000.0,180.22704752496742,1,4096,0
3.815,0.02008463,14000.0,215.443,1000.0,176.27196640004098,1,4096,0
3.815,0.02008463,2000.0,215.443,1000.0,178.96322987610407,1,4096,0
3.815,0.02008463,3000.0,215.443,1000.0,170.8359428622897,1,4096,0
3.815,0.02008463,4000.0,215.443,1000.0,169.45200081660235,1,4096,0
3.815,0.02008463,5000.0,215.443,1000.0,193.3032609229415,1,4096,0
3.815,0.02008463,6000.0,215.443,1000.0,174.38542946591818,1,4096,0
3.815,0.02008463,7000.0,215.443,1000.0,177.77290608078647,1,4096,0
3.815,0.02008463,8000.0,215.443,1000.0,173.5237234933631,1,4096,0
3.815,0.02008463,9000.0,215.443,1000.0,196.66327662937215,1,4096,0
3.815,0.03205711,0.0,100.0,1000.0,78.14285651618702,1,4096,0
3.815,0.03205711,10000.0,100.0,1000.0,86.94961014843139,1,4096,0
3.815,0.03205711,1000.0,100.0,1000.0,79.46180704188443,1,4096,0
3.815,0.03205711,11000.0,100.0,1000.0,81.24477794001362,1,4096,0
3.815,0.03205711,12000.0,100.0,1000.0,73.24676093425354,1,4096,0
3.815,0.03205711,13000.0,100.0,1000.0,76.35635635129687,1,4096,0
3.815,0.03205711,14000.0,100.0,1000.0,84.04121962911219,1,4096,0
3.815,0.03205711,2000.0,100.0,1000.0,77.83567126792187,1,4096,0
3.815,0.03205711,3000.0,100.0,1000.0,67.39175330455359,1,4096,0
3.815,0.03205711,4000.0,100.0,1000.0,72.65270016850764,1,4096,0
3.815,0.03205711,5000.0,100.0,1000.0,70.93955102511812,1,4096,0
3.815,0.03205711,6000.0,100.0,1000.0,77.36383217397322,1,4096,0
3.815,0.03205711,7000.0,100.0,1000.0,77.01665178363977,1,4096,0
3.815,0.03205711,8000.0,100.0,1000.0,77.15317561427622,1,4096,0
3.815,0.03205711,9000.0,100.0,1000.0,77.41502705293003,1,4096,0
3.815,0.05607261,0.0,46.4159,1000.0,31.189290314211675,1,4096,0
3.815,0.05607261,10000.0,46.4159,1000.0,33.273986785398705,1,4096,0
3.815,0.05607261,1000.0,46.4159,1000.0,31.85061829514293,1,4096,0
3.815,0.05607261,11000.0,46.4159,1000.0,36.80650335426516,1,4096,0
3.815,0.05607261,12000.0,46.4159,1000.0,31.289205284839667,1,4096,0
3.815,0.05607261,13000.0,46.4159,1000.0,33.516128416173714,1,4096,0
3.815,0.05607261,14000.0,46.4159,1000.0,35.626038651762464,1,4096,0
3.815,0.05607261,2000.0,46.4159,1000.0,31.81218513250348,1,4096,0
3.815,0.05607261,3000.0,46.4159,1000.0,31.064473544871078,1,4096,0
3.815,0.05607261,4000.0,46.4159,1000.0,28.09277673442387,1,4096,0
3.815,0.05607261,5000.0,46.4159,1000.0,30.79791482152607,1,4096,0
3.815,0.05607261,6000.0,46.4159,1000.0,34.52446388638459,1,4096,0
3.815,0.05607261,7000.0,46.4159,1000.0,33.398540282049055,1,4096,0
3.815,0.05607261,8000.0,46.4159,1000.0,34.51241649755095,1,4096,0
3.815,0.05607261,9000.0,46.4159,1000.0,32.046132320127484,1,4096,0
3.815,0.09749689,0.0,21.5443,1000.0,16.601664451076317,1,4096,0
3.815,0.09749689,10000.0,21.5443,1000.0,16.157281740134476,1,4096,0
3.815,0.09749689,1000.0,21.5443,1000.0,15.925264280290085,1,4096,0
3.815,0.09749689,11000.0,21.5443,1000.0,15.830561423219233,1,4096,0
3.815,0.09749689,12000.0,21.5443,1000.0,16.31081636851186,1,4096,0
3.815,0.09749689,13000.0,21.5443,1000.0,16.25982001350832,1,4096,0
3.815,0.09749689,14000.0,21.5443,1000.0,14.837528557843081,1,4096,0
3.815,0.09749689,2000.0,21.5443,1000.0,16.309550982571707,1,4096,0
3.815,0.09749689,3000.0,21.5443,1000.0,15.620529514754722,1,4096,0
3.815,0.09749689,4000.0,21.5443,1000.0,17.73403517120738,1,4096,0
3.815,0.09749689,5000.0,21.5443,1000.0,15.350731222027488,1,4096,0
3.815,0.09749689,6000.0,21.5443,1000.0,15.600357455083838,1,4096,0
3.815,0.09749689,7000.0,21.5443,1000.0,14.39658287953091,1,4096,0
3.815,0.09749689,8000.0,21.5443,1000.0,15.549888488081669,1,4096,0
3.815,0.09749689,9000.0,21.5443,1000.0,16.305645214912346,1,4096,0
3.815,0.16265453,0.0,10.0,1000.0,1.7919589258279278,1,4096,0
3.815,0.16265453,10000.0,10.0,1000.0,2.1522131907450452,1,4096,0
3.815,0.16265453,1000.0,10.0,1000.0,1.9116690023219105,1,4096,0
3.815,0.16265453,11000.0,10.0,1000.0,1.902510317870019,1,4096,0
3.815,0.16265453,12000.0,10.0,1000.0,1.7823577843871607,1,4096,0
3.815,0.16265453,13000.0,10.0,1000.0,1.9395873361359266,1,4096,0
3.815,0.16265453,14000.0,10.0,1000.0,1.901597030992104,1,4096,0
3.815,0.16265453,2000.0,10.0,1000.0,1.9680936629159285,1,4096,0
3.815,0.16265453,3000.0,10.0,1000.0,7.8032142135916756,1,4096,0
3.815,0.16265453,4000.0,10.0,1000.0,1.8709398457739566,1,4096,0
3.815,0.16265453,5000.0,10.0,1000.0,1.8106581682819984,1,4096,0
3.815,0.16265453,6000.0,10.0,1000.0,7.786393796094463,1,4096,0
3.815,0.16265453,7000.0,10.0,1000.0,1.9026116159403328,1,4096,0
3.815,0.16265453,8000.0,10.0,1000.0,1.8765386477185886,1,4096,0
3.815,0.16265453,9000.0,10.0,1000.0,2.001934002042885,1,4096,0
3.825,0.00172962,0.0,10000.0,10000.0,31867.9141065776,1,4096,0
3.825,0.00172962,100000.0,10000.0,10000.0,,0,4096,0
3.825,0.00172962,10000.0,10000.0,10000.0,48098.797027271234,1,4096,0
3.825,0.00172962,110000.0,10000.0,10000.0,,0,4096,0
3.825,0.00172962,120000.0,10000.0,10000.0,,0,4096,0
3.825,0.00172962,130000.0,10000.0,10000.0,,0,4096,0
3.825,0.00172962,140000.0,10000.0,10000.0,,0,4096,0
3.825,0.00172962,20000.0,10000.0,10000.0,53616.57090243957,1,4096,0
3.825,0.00172962,30000.0,10000.0,10000.0,78471.4622869506,1,4096,0
3.825,0.00172962,40000.0,10000.0,10000.0,92669.81938097815,1,4096,0
3.825,0.00172962,50000.0,10000.0,10000.0,,0,4096,0
3.825,0.00172962,60000.0,10000.0,10000.0,,0,4096,0
3.825,0.00172962,70000.0,10000.0,10000.0,,0,4096,0
3.825,0.00172962,80000.0,10000.0,10000.0,,0,4096,0
3.825,0.00172962,90000.0,10000.0,10000.0,,0,4096,0
3.825,0.00260712,0.0,4641.59,4641.59,10793.729819455813,1,4096,0
3.825,0.00260712,13925.0,4641.59,4641.59,25770.459718370126,1,4096,0
3.825,0.00260712,18566.0,4641.59,4641.59,31652.745275619443,1,4096,0
3.825,0.00260712,23208.0,4641.59,4641.59,38487.9512028361,1,4096,0
3.825,0.00260712,27850.0,4641.59,4641.59,,0,4096,0
3.825,0.00260712,32491.0,4641.59,4641.59,,0,4096,0
3.825,0.00260712,37133.0,4641.59,4641.59,,0,4096,0
3.825,0.00260712,41774.0,4641.59,4641.59,,0,4096,0
3.825,0.00260712,46416.0,4641.59,4641.59,,0,4096,0
3.825,0.00260712,4642.0,4641.59,4641.59,13427.767501673196,1,4096,0
3.825,0.00260712,51057.0,4641.59,4641.59,,0,4096,0
3.825,0.00260712,55699.0,4641.59,4641.59,,0,4096,0
3.825,0.00260712,60341.0,4641.59,4641.59,,0,4096,0
3.825,0.00260712,64982.0,4641.59,4641.59,,0,4096,0
3.825,0.00260712,9283.0,4641.59,4641.59,21200.113430723497,1,4096,0
3.825,0.00418735,0.0,2154.43,2154.43,3322.3373308139267,1,4096,0
3.825,0.00418735,10772.0,2154.43,2154.43,9686.224037774688,1,4096,0
3.825,0.00418735,12927.0,2154.43,2154.43,10184.824330857931,1,4096,0
3.825,0.00418735,15081.0,2154.43,2154.43,9834.585556739266,1,4096,0
3.825,0.00418735,17235.0,2154.43,2154.43,9704.67104847335,1,4096,0
3.825,0.00418735,19390.0,2154.43,2154.43,9050.865344526937,1,4096,0
3.825,0.00418735,21544.0,2154.43,2154.43,8944.926909654709,1,4096,0
3.825,0.00418735,2154.0,2154.43,2154.43,4362.218195515306,1,4096,0
3.825,0.00418735,23699.0,2154.43,2154.43,,0,4096,0
3.825,0.00418735,25853.0,2154.43,2154.43,,0,4096,0
3.825,0.00418735,28007.0,2154.43,2154.43,,0,4096,0
3.825,0.00418735,30162.0,2154.43,2154.43,,0,4096,0
3.825,0.00418735,4309.0,2154.43,2154.43,5264.484935118371,1,4096,0
3.825,0.00418735,6463.0,2154.43,2154.43,6934.449044000974,1,4096,0
3.825,0.00418735,8618.0,2154.43,2154.43,8469.735768824783,1,4096,0
3.825,0.00683658,0.0,1000.0,1000.0,1061.7277904895923,1,4096,0
3.825,0.00683658,10000.0,1000.0,1000.0,1879.1683132499495,1,4096,0
3.825,0.00683658,1000.0,1000.0,1000.0,1246.5426429080496,1,4096,0
3.825,0.00683658,11000.0,1000.0,1000.0,1766.0917218910204,1,4096,0
3.825,0.00683658,12000.0,1000.0,1000.0,1627.9154856311316,1,4096,0
3.825,0.00683658,13000.0,1000.0,1000.0,1661.8606023013779,1,4096,0
3.825,0.00683658,14000.0,1000.0,1000.0,,0,4096,0
3.825,0.00683658,2000.0,1000.0,1000.0,1509.968871673393,1,4096,0
3.825,0.00683658,3000.0,1000.0,1000.0,1677.091240943278,1,4096,0
3.825,0.00683658,4000.0,1000.0,1000.0,1782.470699540503,1,4096,0
3.825,0.00683658,5000.0,1000.0,1000.0,1785.209227026474,1,4096,0
3.825,0.00683658,6000.0,1000.0,1000.0,1758.3676391295344,1,4096,0
3.825,0.00683658,7000.0,1000.0,1000.0,1547.755821333375,1,4096,0
3.825,0.00683658,8000.0,1000.0,1000.0,1758.5040890289722,1,4096,0
3.825,0.00683658,9000.0,1000.0,1000.0,1717.966278195864,1,4096,0
3.825,0.01083597,0.0,464.159,1000.0,521.7291939836397,1,4096,0
3.825,0.01083597,10000.0,464.159,1000.0,531.1674247616365,1,4096,0
3.825,0.01083597,1000.0,464.159,1000.0,593.4246209467316,1,4096,0
3.825,0.01083597,11000.0,464.159,1000.0,457.5630780694752,1,4096,0
3.825,0.01083597,12000.0,464.159,1000.0,552.5472023677157,1,4096,0
3.825,0.01083597,13000.0,464.159,1000.0,560.7310020286368,1,4096,0
3.825,0.01083597,14000.0,464.159,1000.0,498.27872469405656,1,4096,0
3.825,0.01083597,2000.0,464.159,1000.0,524.0251242583206,1,4096,0
3.825,0.01083597,3000.0,464.159,1000.0,541.3146531470919,1,4096,0
3.825,0.01083597,4000.0,464.159,1000.0,540.0916462035209,1,4096,0
3.825,0.01083597,5000.0,464.159,1000.0,486.4404415450122,1,4096,0
3.825,0.01083597,6000.0,464.159,1000.0,550.0450470966967,1,4096,0
3.825,0.01083597,7000.0,464.159,1000.0,494.5986646848926,1,4096,0
3.825,0.01083597,8000.0,464.159,1000.0,544.7838041987535,1,4096,0
3.825,0.01083597,9000.0,464.159,1000.0,549.2254264653071,1,4096,0
3.825,0.01691592,0.0,215.443,1000.0,226.5069119665469,1,4096,0
3.825,0.01691592,10000.0,215.443,1000.0,209.3625566676187,1,4096,0
3.825,0.01691592,1000.0,215.443,1000.0,232.0494657416145,1,4096,0
3.825,0.01691592,11000.0,215.443,1000.0,198.5010198723037,1,4096,0
3.825,0.01691592,12000.0,215.443,1000.0,207.345420580831,1,4096,0
3.825,0.01691592,13000.0,215.443,1000.0,196.4025826273642,1,4096,0
3.825,0.01691592,14000.0,215.443,1000.0,199.9819669149449,1,4096,0
3.825,0.01691592,2000.0,215.443,1000.0,206.44673805060975,1,4096,0
3.825,0.01691592,3000.0,215.443,1000.0,228.69310163093618,1,4096,0
3.825,0.01691592,4000.0,215.443,1000.0,198.803603751557,1,4096,0
3.825,0.01691592,5000.0,215.443,1000.0,213.03238864269161,1,4096,0
3.825,0.01691592,6000.0,215.443,1000.0,217.99914680070876,1,4096,0
3.825,0.01691592,7000.0,215.443,1000.0,188.73135249958443,1,4096,0
3.825,0.01691592,8000.0,215.443,1000.0,216.28076286108342,1,4096,0
3.825,0.01691592,9000.0,215.443,1000.0,216.25829466923506,1,4096,0
3.825,0.02759231,0.0,100.0,1000.0,93.06438866543607,1,4096,0
3.825,0.02759231,10000.0,100.0,1000.0,90.41548582843396,1,4096,0
3.825,0.02759231,1000.0,100.0,1000.0,90.05191588177375,1,4096,0
3.825,0.02759231,11000.0,100.0,1000.0,90.5501429629388,1,4096,0
3.825,0.02759231,12000.0,100.0,1000.0,90.88777926236155,1,4096,0
3.825,0.02759231,13000.0,100.0,1000.0,92.1445712430668,1,4096,0
3.825,0.02759231,14000.0,100.0,1000.0,92.13656321638841,1,4096,0
3.825,0.02759231,2000.0,100.0,1000.0,87.92877387103609,1,4096,0
3.825,0.02759231,3000.0,100.0,1000.0,87.49998312579727,1,4096,0
3.825,0.02759231,4000.0,100.0,1000.0,88.78455868585004,1,4096,0
3.825,0.02759231,5000.0,100.0,1000.0,95.2733522253186,1,4096,0
3.825,0.02759231,6000.0,100.0,1000.0,88.87960313351999,1,4096,0
3.825,0.02759231,7000.0,100.0,1000.0,89.46059705666546,1,4096,0
3.825,0.02759231,8000.0,100.0,1000.0,89.7933759458819,1,4096,0
3.825,0.02759231,9000.0,100.0,1000.0,90.9943855196724,1,4096,0
3.825,0.04506436,0.0,46.4159,1000.0,43.083804162066244,1,4096,0
3.825,0.04506436,10000.0,46.4159,1000.0,41.10565859422206,1,4096,0
3.825,0.04506436,1000.0,46.4159,1000.0,44.77882088030447,1,4096,0
3.825,0.04506436,11000.0,46.4159,1000.0,43.55557574031142,1,4096,0
3.825,0.04506436,12000.0,46.4159,1000.0,42.00992583760846,1,4096,0
3.825,0.04506436,13000.0,46.4159,1000.0,41.77851941125891,1,4096,0
3.825,0.04506436,14000.0,46.4159,1000.0,44.36345374364868,1,4096,0
3.825,0.04506436,2000.0,46.4159,1000.0,41.92765993502028,1,4096,0
3.825,0.04506436,3000.0,46.4159,1000.0,46.96239776686033,1,4096,0
3.825,0.04506436,4000.0,46.4159,1000.0,43.79236594365896,1,4096,0
3.825,0.04506436,5000.0,46.4159,1000.0,46.982054882546805,1,4096,0
3.825,0.04506436,6000.0,46.4159,1000.0,44.76349847085906,1,4096,0
3.825,0.04506436,7000.0,46.4159,1000.0,43.29802435474149,1,4096,0
