p0,T,waitingTime,tauAlphaEst,tauBlock,tauAlpha,crossed,n,idx
3.75,0.05939491,6000.0,46.4159,1000.0,43.726537708380306,1,4096,0
3.75,0.05939491,7000.0,46.4159,1000.0,43.914346034796246,1,4096,0
3.75,0.05939491,8000.0,46.4159,1000.0,42.73729523677084,1,4096,0
3.75,0.05939491,9000.0,46.4159,1000.0,42.41503407137091,1,4096,0
3.75,0.09518981,0.0,21.5443,1000.0,20.853147913940653,1,4096,0
3.75,0.09518981,10000.0,21.5443,1000.0,20.37553034380918,1,4096,0
3.75,0.09518981,1000.0,21.5443,1000.0,22.69630055670101,1,4096,0
3.75,0.09518981,11000.0,21.5443,1000.0,19.766363106789722,1,4096,0
3.75,0.09518981,12000.0,21.5443,1000.0,20.79357552984053,1,4096,0
3.75,0.09518981,13000.0,21.5443,1000.0,22.797834768412585,1,4096,0
3.75,0.09518981,14000.0,21.5443,1000.0,19.067180419437175,1,4096,0
3.75,0.09518981,2000.0,21.5443,1000.0,19.723414551623282,1,4096,0
3.75,0.09518981,3000.0,21.5443,1000.0,23.59578656789172,1,4096,0
3.75,0.09518981,4000.0,21.5443,1000.0,21.038110736369422,1,4096,0
3.75,0.09518981,5000.0,21.5443,1000.0,22.589233854315378,1,4096,0
3.75,0.09518981,6000.0,21.5443,1000.0,20.15338342750627,1,4096,0
3.75,0.09518981,7000.0,21.5443,1000.0,21.922153217205356,1,4096,0
3.75,0.09518981,8000.0,21.5443,1000.0,19.59887448649114,1,4096,0
3.75,0.09518981,9000.0,21.5443,1000.0,20.67745843018617,1,4096,0
3.75,0.1507937,0.0,10.0,1000.0,9.866449491140486,1,4096,0
3.75,0.1507937,10000.0,10.0,1000.0,10.127217427280243,1,4096,0
3.75,0.1507937,1000.0,10.0,1000.0,9.971004818738434,1,4096,0
3.75,0.1507937,11000.0,10.0,1000.0,10.507140065119984,1,4096,0
3.75,0.1507937,12000.0,10.0,1000.0,10.395930752677458,1,4096,0
3.75,0.1507937,13000.0,10.0,1000.0,9.844820478712506,1,4096,0
3.75,0.1507937,14000.0,10.0,1000.0,11.046405275902385,1,4096,0
3.75,0.1507937,2000.0,10.0,1000.0,10.335578033893016,1,4096,0
3.75,0.1507937,3000.0,10.0,1000.0,10.420095395986094,1,4096,0
3.75,0.1507937,4000.0,10.0,1000.0,10.29939535498656,1,4096,0
3.75,0.1507937,5000.0,10.0,1000.0,10.849418701393553,1,4096,0
3.75,0.1507937,6000.0,10.0,1000.0,9.95872641506569,1,4096,0
3.75,0.1507937,7000.0,10.0,1000.0,9.60073228389376,1,4096,0
3.75,0.1507937,8000.0,10.0,1000.0,11.430566867965462,1,4096,0
3.75,0.1507937,9000.0,10.0,1000.0,9.595402846908517,1,4096,0
3.775,0.00843176,0.0,10000.0,10000.0,14382.236664897282,1,4096,0
3.775,0.00843176,100000.0,10000.0,10000.0,,0,4096,0
3.775,0.00843176,10000.0,10000.0,10000.0,19396.771752913366,1,4096,0
3.775,0.00843176,110000.0,10000.0,10000.0,39639.55842287831,1,4096,0
3.775,0.00843176,120000.0,10000.0,10000.0,,0,4096,0
3.775,0.00843176,130000.0,10000.0,10000.0,,0,4096,0
3.775,0.00843176,140000.0,10000.0,10000.0,,0,4096,0
3.775,0.00843176,20000.0,10000.0,10000.0,23185.921584451793,1,4096,0
3.775,0.00843176,30000.0,10000.0,10000.0,24531.175528576285,1,4096,0
3.775,0.00843176,40000.0,10000.0,10000.0,27238.216445154947,1,4096,0
3.775,0.00843176,50000.0,10000.0,10000.0,32421.82370839344,1,4096,0
3.775,0.00843176,60000.0,10000.0,10000.0,34404.72967684064,1,4096,0
3.775,0.00843176,70000.0,10000.0,10000.0,42811.10240079849,1,4096,0
3.775,0.00843176,80000.0,10000.0,10000.0,42079.243311433274,1,4096,0
3.775,0.00843176,90000.0,10000.0,10000.0,47707.287988204196,1,4096,0
3.775,0.00957161,0.0,4641.59,4641.59,7204.187223513909,1,4096,0
3.775,0.00957161,13925.0,4641.59,4641.59,14250.809782101775,1,4096,0
3.775,0.00957161,18566.0,4641.59,4641.59,18701.61881985252,1,4096,0
3.775,0.00957161,23208.0,4641.59,4641.59,19747.847665251145,1,4096,0
3.775,0.00957161,27850.0,4641.59,4641.59,19067.63410027795,1,4096,0
3.775,0.00957161,32491.0,4641.59,4641.59,17611.621504752955,1,4096,0
3.775,0.00957161,37133.0,4641.59,4641.59,16611.75265415377,1,4096,0
3.775,0.00957161,41774.0,4641.59,4641.59,20531.42549059494,1,4096,0
3.775,0.00957161,46416.0,4641.59,4641.59,18822.18938846,1,4096,0
3.775,0.00957161,4642.0,4641.59,4641.59,11129.571352206014,1,4096,0
3.775,0.00957161,51057.0,4641.59,4641.59,17631.210171392537,1,4096,0
3.775,0.00957161,55699.0,4641.59,4641.59,,0,4096,0
3.775,0.00957161,60341.0,4641.59,4641.59,,0,4096,0
3.775,0.00957161,64982.0,4641.59,4641.59,,0,4096,0
3.775,0.00957161,9283.0,4641.59,4641.59,13538.611098156605,1,4096,0
3.775,0.01148049,0.0,2154.43,2154.43,2026.0263878869569,1,4096,0
3.775,0.01148049,10772.0,2154.43,2154.43,3543.348849972327,1,4096,0
3.775,0.01148049,12927.0,2154.43,2154.43,5358.2308403105435,1,4096,0
3.775,0.01148049,15081.0,2154.43,2154.43,6380.566109985087,1,4096,0
3.775,0.01148049,17235.0,2154.43,2154.43,8003.036751294449,1,4096,0
3.775,0.01148049,19390.0,2154.43,2154.43,8848.505698803818,1,4096,0
3.775,0.01148049,21544.0,2154.43,2154.43,8118.305009835396,1,4096,0
3.775,0.01148049,2154.0,2154.43,2154.43,2985.8185839235693,1,4096,0
3.775,0.01148049,23699.0,2154.43,2154.43,,0,4096,0
3.775,0.01148049,25853.0,2154.43,2154.43,,0,4096,0
3.775,0.01148049,28007.0,2154.43,2154.43,,0,4096,0
3.775,0.01148049,30162.0,2154.43,2154.43,,0,4096,0
3.775,0.01148049,4309.0,2154.43,2154.43,4017.82500563259,1,4096,0
3.775,0.01148049,6463.0,2154.43,2154.43,5323.861331657719,1,4096,0
3.775,0.01148049,8618.0,2154.43,2154.43,3992.091734624994,1,4096,0
3.775,0.01410022,0.0,1000.0,1000.0,1030.7494666489167,1,4096,0
3.775,0.01410022,10000.0,1000.0,1000.0,1176.0338497481673,1,4096,0
3.775,0.01410022,1000.0,1000.0,1000.0,965.3602499800223,1,4096,0
3.775,0.01410022,11000.0,1000.0,1000.0,1130.0381142694105,1,4096,0
3.775,0.01410022,12000.0,1000.0,1000.0,1228.7779701113182,1,4096,0
3.775,0.01410022,13000.0,1000.0,1000.0,1214.7436864764245,1,4096,0
3.775,0.01410022,14000.0,1000.0,1000.0,,0,4096,0
3.775,0.01410022,2000.0,1000.0,1000.0,974.5888870610423,1,4096,0
3.775,0.01410022,3000.0,1000.0,1000.0,1104.1004422421045,1,4096,0
3.775,0.01410022,4000.0,1000.0,1000.0,1301.057573981562,1,4096,0
3.775,0.01410022,5000.0,1000.0,1000.0,1266.899596331307,1,4096,0
3.775,0.01410022,6000.0,1000.0,1000.0,1309.7087932976574,1,4096,0
3.775,0.01410022,7000.0,1000.0,1000.0,1543.2339136651824,1,4096,0
3.775,0.01410022,8000.0,1000.0,1000.0,1399.129962389759,1,4096,0
3.775,0.01410022,9000.0,1000.0,1000.0,1412.0147237154376,1,4096,0
3.775,0.0182283,0.0,464.159,1000.0,441.952227974589,1,4096,0
3.775,0.0182283,10000.0,464.159,1000.0,456.31297998340506,1,4096,0
3.775,0.0182283,1000.0,464.159,1000.0,457.9455999343017,1,4096,0
3.775,0.0182283,11000.0,464.159,1000.0,427.4975574995215,1,4096,0
3.775,0.0182283,12000.0,464.159,1000.0,465.0383309464722,1,4096,0
3.775,0.0182283,13000.0,464.159,1000.0,459.95473544645597,1,4096,0
3.775,0.0182283,14000.0,464.159,1000.0,492.67113393032656,1,4096,0
3.775,0.0182283,2000.0,464.159,1000.0,482.61113996029434,1,4096,0
3.775,0.0182283,3000.0,464.159,1000.0,425.23111386408186,1,4096,0
3.775,0.0182283,4000.0,464.159,1000.0,538.9191382209218,1,4096,0
3.775,0.0182283,5000.0,464.159,1000.0,430.32805596372475,1,4096,0
3.775,0.0182283,6000.0,464.159,1000.0,489.14013246783196,1,4096,0
3.775,0.0182283,7000.0,464.159,1000.0,457.635420330376,1,4096,0
3.775,0.0182283,8000.0,464.159,1000.0,423.78905719925035,1,4096,0
3.775,0.0182283,9000.0,464.159,1000.0,468.15407897970005,1,4096,0
3.775,0.02445457,0.0,215.443,1000.0,216.72938122243602,1,4096,0
3.775,0.02445457,10000.0,215.443,1000.0,228.4114833965753,1,4096,0
3.775,0.02445457,1000.0,215.443,1000.0,207.0571613380712,1,4096,0
3.775,0.02445457,11000.0,215.443,1000.0,209.01735478916476,1,4096,0
3.775,0.02445457,12000.0,215.443,1000.0,196.04344611333696,1,4096,0
3.775,0.02445457,13000.0,215.443,1000.0,199.0107516927695,1,4096,0
3.775,0.02445457,14000.0,215.443,1000.0,191.0661722572708,1,4096,0
3.775,0.02445457,2000.0,215.443,1000.0,196.88895406459184,1,4096,0
3.775,0.02445457,3000.0,215.443,1000.0,203.21806570584815,1,4096,0
3.775,0.02445457,4000.0,215.443,1000.0,206.33498484962286,1,4096,0
3.775,0.02445457,5000.0,215.443,1000.0,187.89150658002544,1,4096,0
3.775,0.02445457,6000.0,215.443,1000.0,202.77445889114225,1,4096,0
3.775,0.02445457,7000.0,215.443,1000.0,203.40798474455585,1,4096,0
3.775,0.02445457,8000.0,215.443,1000.0,192.55162527487047,1,4096,0
3.775,0.02445457,9000.0,215.443,1000.0,191.95554430074307,1,4096,0
3.775,0.03610087,0.0,100.0,1000.0,96.05363094621475,1,4096,0
3.775,0.03610087,10000.0,100.0,1000.0,82.77302528477671,1,4096,0
3.775,0.03610087,1000.0,100.0,1000.0,84.339378211179,1,4096,0
3.775,0.03610087,11000.0,100.0,1000.0,90.47956484031525,1,4096,0
3.775,0.03610087,12000.0,100.0,1000.0,88.38356880518552,1,4096,0
3.775,0.03610087,13000.0,100.0,1000.0,81.189781317,1,4096,0
3.775,0.03610087,14000.0,100.0,1000.0,86.22791725275198,1,4096,0
3.775,0.03610087,2000.0,100.0,1000.0,90.10448758795603,1,4096,0
3.775,0.03610087,3000.0,100.0,1000.0,95.91125794940388,1,4096,0
3.775,0.03610087,4000.0,100.0,1000.0,87.24831834327371,1,4096,0
3.775,0.03610087,5000.0,100.0,1000.0,95.74878891532262,1,4096,0
3.775,0.03610087,6000.0,100.0,1000.0,98.29162637184291,1,4096,0
3.775,0.03610087,7000.0,100.0,1000.0,92.3921050068019,1,4096,0
3.775,0.03610087,8000.0,100.0,1000.0,96.38748615631324,1,4096,0
3.775,0.03610087,9000.0,100.0,1000.0,85.21511767210585,1,4096,0
3.775,0.05356109,0.0,46.4159,1000.0,42.73463189081487,1,4096,0
3.775,0.05356109,10000.0,46.4159,1000.0,42.74737963606799,1,4096,0
3.775,0.05356109,1000.0,46.4159,1000.0,38.21415240342074,1,4096,0
3.775,0.05356109,11000.0,46.4159,1000.0,43.68739029582147,1,4096,0
3.775,0.05356109,12000.0,46.4159,1000.0,48.07164785251739,1,4096,0
3.775,0.05356109,13000.0,46.4159,1000.0,45.40366117329877,1,4096,0
3.775,0.05356109,14000.0,46.4159,1000.0,44.013571159495314,1,4096,0
3.775,0.05356109,2000.0,46.4159,1000.0,41.969378728509994,1,4096,0
3.775,0.05356109,3000.0,46.4159,1000.0,43.61291318682505,1,4096,0
3.775,0.05356109,4000.0,46.4159,1000.0,45.72131732345062,1,4096,0
3.775,0.05356109,5000.0,46.4159,1000.0,44.35447869443823,1,4096,0
3.775,0.05356109,6000.0,46.4159,1000.0,48.64074197135909,1,4096,0
3.775,0.05356109,7000.0,46.4159,1000.0,44.474045491105166,1,4096,0
3.775,0.05356109,8000.0,46.4159,1000.0,46.477886265539404,1,4096,0
3.775,0.05356109,9000.0,46.4159,1000.0,47.64098984525003,1,4096,0
3.775,0.07946596,0.0,21.5443,1000.0,24.14730900003701,1,4096,0
3.775,0.07946596,10000.0,21.5443,1000.0,21.925034671042088,1,4096,0
3.775,0.07946596,1000.0,21.5443,1000.0,23.610057870155217,1,4096,0
3.775,0.07946596,11000.0,21.5443,1000.0,23.95031897529679,1,4096,0
3.775,0.07946596,12000.0,21.5443,1000.0,26.18500981693222,1,4096,0
3.775,0.07946596,13000.0,21.5443,1000.0,25.73076896018156,1,4096,0
3.775,0.07946596,14000.0,21.5443,1000.0,25.166969902912104,1,4096,0
3.775,0.07946596,2000.0,21.5443,1000.0,22.73964767143656,1,4096,0
3.775,0.07946596,3000.0,21.5443,1000.0,28.436511020410382,1,4096,0
3.775,0.07946596,4000.0,21.5443,1000.0,22.474448580484776,1,4096,0
3.775,0.07946596,5000.0,21.5443,1000.0,23.870227398331508,1,4096,0
3.775,0.07946596,6000.0,21.5443,1000.0,24.945924342491708,1,4096,0
3.775,0.07946596,7000.0,21.5443,1000.0,21.88438363540642,1,4096,0
3.775,0.07946596,8000.0,21.5443,1000.0,25.593408930910535,1,4096,0
3.775,0.07946596,9000.0,21.5443,1000.0,24.155957795834677,1,4096,0
3.775,0.11789975,0.0,10.0,1000.0,11.859454575981157,1,4096,0
3.775,0.11789975,10000.0,10.0,1000.0,13.873553497519163,1,4096,0
3.775,0.11789975,1000.0,10.0,1000.0,13.243047816541445,1,4096,0
3.775,0.11789975,11000.0,10.0,1000.0,16.022000775408436,1,4096,0
3.775,0.11789975,12000.0,10.0,1000.0,13.51794504999647,1,4096,0
3.775,0.11789975,13000.0,10.0,1000.0,14.04136884847092,1,4096,0
3.775,0.11789975,14000.0,10.0,1000.0,14.798104123713234,1,4096,0
3.775,0.11789975,2000.0,10.0,1000.0,12.745017002067966,1,4096,0
3.775,0.11789975,3000.0,10.0,1000.0,13.18391354437567,1,4096,0
3.775,0.11789975,4000.0,10.0,1000.0,15.527184905416464,1,4096,0
3.775,0.11789975,5000.0,10.0,1000.0,15.90592264036158,1,4096,0
3.775,0.11789975,6000.0,10.0,1000.0,13.284118250712467,1,4096,0
3.775,0.11789975,7000.0,10.0,1000.0,14.836235258128687,1,4096,0
3.775,0.11789975,8000.0,10.0,1000.0,12.486670675505316,1,4096,0
3.775,0.11789975,9000.0,10.0,1000.0,13.674009270958523,1,4096,0
3.8,0.00422529,0.0,10000.0,10000.0,17245.718314674494,1,4096,0
3.8,0.00422529,100000.0,10000.0,10000.0,,0,4096,0
3.8,0.00422529,10000.0,10000.0,10000.0,33562.49344210148,1,4096,0
3.8,0.00422529,110000.0,10000.0,10000.0,,0,4096,0
3.8,0.00422529,120000.0,10000.0,10000.0,,0,4096,0
3.8,0.00422529,130000.0,10000.0,10000.0,,0,4096,0
3.8,0.00422529,140000.0,10000.0,10000.0,,0,4096,0
3.8,0.00422529,20000.0,10000.0,10000.0,45517.62131018323,1,4096,0
3.8,0.00422529,30000.0,10000.0,10000.0,54719.792995614,1,4096,0
3.8,0.00422529,40000.0,10000.0,10000.0,58448.18971424257,1,4096,0
3.8,0.00422529,50000.0,10000.0,10000.0,55053.56772288665,1,4096,0
3.8,0.00422529,60000.0,10000.0,10000.0,67590.92796978698,1,4096,0
3.8,0.00422529,70000.0,10000.0,10000.0,74730.0960119658,1,4096,0
3.8,0.00422529,80000.0,10000.0,10000.0,,0,4096,0
3.8,0.00422529,90000.0,10000.0,10000.0,,0,4096,0
3.8,0.00535426,0.0,4641.59,4641.59,8644.226940905668,1,4096,0
3.8,0.00535426,13925.0,4641.59,4641.59,16701.59064372192,1,4096,0
3.8,0.00535426,18566.0,4641.59,4641.59,22517.66351443261,1,4096,0
3.8,0.00535426,23208.0,4641.59,4641.59,23469.047111005435,1,4096,0
3.8,0.00535426,27850.0,4641.59,4641.59,27696.76619048793,1,4096,0
3.8,0.00535426,32491.0,4641.59,4641.59,,0,4096,0
3.8,0.00535426,37133.0,4641.59,4641.59,,0,4096,0
3.8,0.00535426,41774.0,4641.59,4641.59,,0,4096,0
3.8,0.00535426,46416.0,4641.59,4641.59,,0,4096,0
3.8,0.00535426,4642.0,4641.59,4641.59,12205.274276743088,1,4096,0
3.8,0.00535426,51057.0,4641.59,4641.59,,0,4096,0
3.8,0.00535426,55699.0,4641.59,4641.59,,0,4096,0
3.8,0.00535426,60341.0,4641.59,4641.59,,0,4096,0
3.8,0.00535426,64982.0,4641.59,4641.59,,0,4096,0
3.8,0.00535426,9283.0,4641.59,4641.59,12750.075745159376,1,4096,0
3.8,0.00704038,0.0,2154.43,2154.43,3438.772053662568,1,4096,0
3.8,0.00704038,10772.0,2154.43,2154.43,10172.744634727049,1,4096,0
3.8,0.00704038,12927.0,2154.43,2154.43,10093.674205475476,1,4096,0
3.8,0.00704038,15081.0,2154.43,2154.43,11028.17189014042,1,4096,0
3.8,0.00704038,17235.0,2154.43,2154.43,13960.299991789503,1,4096,0
3.8,0.00704038,19390.0,2154.43,2154.43,,0,4096,0
3.8,0.00704038,21544.0,2154.43,2154.43,,0,4096,0
3.8,0.00704038,2154.0,2154.43,2154.43,4411.384456950552,1,4096,0
3.8,0.00704038,23699.0,2154.43,2154.43,,0,4096,0
3.8,0.00704038,25853.0,2154.43,2154.43,,0,4096,0
3.8,0.00704038,28007.0,2154.43,2154.43,,0,4096,0
3.8,0.00704038,30162.0,2154.43,2154.43,,0,4096,0
3.8,0.00704038,4309.0,2154.43,2154.43,5326.469614640125,1,4096,0
3.8,0.00704038,6463.0,2154.43,2154.43,6576.4845031982895,1,4096,0
3.8,0.00704038,8618.0,2154.43,2154.43,7607.177148161977,1,4096,0
3.8,0.00996505,0.0,1000.0,1000.0,1233.648342361644,1,4096,0
3.8,0.00996505,10000.0,1000.0,1000.0,1720.421737495586,1,4096,0
3.8,0.00996505,1000.0,1000.0,1000.0,1350.3641555397637,1,4096,0
3.8,0.00996505,11000.0,1000.0,1000.0,1705.6314773063193,1,4096,0
3.8,0.00996505,12000.0,1000.0,1000.0,1917.8296099016443,1,4096,0
3.8,0.00996505,13000.0,1000.0,1000.0,1710.8260958289202,1,4096,0
3.8,0.00996505,14000.0,1000.0,1000.0,,0,4096,0
3.8,0.00996505,2000.0,1000.0,1000.0,1255.4951956577931,1,4096,0
3.8,0.00996505,3000.0,1000.0,1000.0,1354.9199211871344,1,4096,0
3.8,0.00996505,4000.0,1000.0,1000.0,1506.8490293751327,1,4096,0
3.8,0.00996505,5000.0,1000.0,1000.0,1629.6651466906605,1,4096,0
3.8,0.00996505,6000.0,1000.0,1000.0,1484.9474680342964,1,4096,0
3.8,0.00996505,7000.0,1000.0,1000.0,1724.3344535628512,1,4096,0
