p0,T,t1,tauAlpha,tauAlphaEst,waitingTime,kept
3.815,0.00772835,0.02,1048.3255709550767,2154.43,21544.0,1
3.815,0.00940991,0.02,562.729083107309,1000.0,10000.0,1
3.815,0.01295838,0.02,229.35356889876346,464.159,10000.0,1
3.815,0.01802961,0.02,126.38911304141982,215.443,10000.0,1
3.815,0.0281223,0.02,57.00338259236318,100.0,10000.0,1
3.815,0.04555274,0.02,24.646469833056543,46.4159,10000.0,1
3.815,0.07416724,0.02,12.706997164686646,21.5443,10000.0,1
3.815,0.11265956,0.02,7.514429358171192,10.0,10000.0,1
3.815,0.00526263,0.03,3556.337241570335,10000.0,100000.0,1
3.815,0.00652689,0.03,1230.670553286751,4641.59,46416.0,1
3.815,0.00772835,0.03,831.6633594151587,2154.43,21544.0,1
3.815,0.00940991,0.03,353.1876820118631,1000.0,10000.0,1
3.815,0.01295838,0.03,174.2690397692763,464.159,10000.0,1
3.815,0.01802961,0.03,82.51992668671234,215.443,10000.0,1
3.815,0.0281223,0.03,39.120954271225706,100.0,10000.0,1
3.815,0.04555274,0.03,17.245126882112906,46.4159,10000.0,1
3.815,0.07416724,0.03,7.685814977707057,21.5443,10000.0,1
3.815,0.11265956,0.03,2.3580548570857682,10.0,10000.0,1
3.815,0.00526263,0.04,26789.944127910938,10000.0,100000.0,1
3.815,0.00652689,0.04,21212.941249430223,4641.59,46416.0,1
3.815,0.00772835,0.04,,2154.43,21544.0,0
3.815,0.00940991,0.04,,1000.0,10000.0,0
3.815,0.01295838,0.04,,464.159,10000.0,0
3.815,0.01802961,0.04,1170.604227172996,215.443,10000.0,0
3.815,0.0281223,0.04,140.11755209023184,100.0,10000.0,1
3.815,0.04555274,0.04,28.11272288633911,46.4159,10000.0,1
3.815,0.07416724,0.04,9.137774369045738,21.5443,10000.0,1
3.815,0.11265956,0.04,2.1792182659084736,10.0,10000.0,1
3.815,0.00526263,0.05,26234.373848576655,10000.0,100000.0,1
3.815,0.00652689,0.05,,4641.59,46416.0,0
3.815,0.00772835,0.05,,2154.43,21544.0,0
3.815,0.00940991,0.05,,1000.0,10000.0,0
3.815,0.01295838,0.05,,464.159,10000.0,0
3.815,0.01802961,0.05,,215.443,10000.0,0
3.815,0.0281223,0.05,2749.1099349516394,100.0,10000.0,0
3.815,0.04555274,0.05,196.47268146949662,46.4159,10000.0,1
3.815,0.07416724,0.05,16.977511148738017,21.5443,10000.0,1
3.815,0.11265956,0.05,5.931791540855693,10.0,10000.0,1
3.815,0.00526263,0.06,21471.245948076135,10000.0,100000.0,1
3.815,0.00652689,0.06,,4641.59,46416.0,0
3.815,0.00772835,0.06,,2154.43,21544.0,0
3.815,0.00940991,0.06,,1000.0,10000.0,0
3.815,0.01295838,0.06,,464.159,10000.0,0
3.815,0.01802961,0.06,,215.443,10000.0,0
3.815,0.0281223,0.06,,100.0,10000.0,0
3.815,0.04555274,0.06,678.165263854753,46.4159,10000.0,0
3.815,0.07416724,0.06,31.591004870902914,21.5443,10000.0,1
3.815,0.11265956,0.06,6.378932399242878,10.0,10000.0,1
3.825,0.00400201,0.001,,10000.0,100000.0,0
3.825,0.00548379,0.001,,4641.59,46416.0,0
3.825,0.00638142,0.001,,2154.43,21544.0,0
3.825,0.00820957,0.001,,1000.0,10000.0,0
3.825,0.01114727,0.001,4019.3786299435505,464.159,10000.0,0
3.825,0.01617556,0.001,2089.312835123147,215.443,10000.0,0
3.825,0.02586698,0.001,1064.7477733522082,100.0,10000.0,0
3.825,0.04336513,0.001,540.7990902363391,46.4159,10000.0,0
3.825,0.07498175,0.001,264.00408567407896,21.5443,10000.0,0
3.825,0.10909011,0.001,190.5578212495692,10.0,10000.0,0
3.825,0.00400201,0.0015,,10000.0,100000.0,0
3.825,0.00548379,0.0015,19224.207547832008,4641.59,46416.0,1
3.825,0.00638142,0.0015,,2154.43,21544.0,0
3.825,0.00820957,0.0015,,1000.0,10000.0,0
3.825,0.01114727,0.0015,3105.662527394252,464.159,10000.0,0
3.825,0.01617556,0.0015,1470.3378173840456,215.443,10000.0,0
3.825,0.02586698,0.0015,631.6119085641161,100.0,10000.0,0
3.825,0.04336513,0.0015,323.10230720630756,46.4159,10000.0,0
3.825,0.07498175,0.0015,150.24175614601444,21.5443,10000.0,0
3.825,0.10909011,0.0015,97.93526587658741,10.0,10000.0,0
3.825,0.00400201,0.0022,42884.97358549352,10000.0,100000.0,1
3.825,0.00548379,0.0022,12002.071708795633,4641.59,46416.0,1
3.825,0.00638142,0.0022,7418.00958727074,2154.43,21544.0,1
3.825,0.00820957,0.0022,3050.1256009565873,1000.0,10000.0,1
3.825,0.01114727,0.0022,2129.208743041883,464.159,10000.0,1
3.825,0.01617556,0.0022,1028.6022520014544,215.443,10000.0,1
3.825,0.02586698,0.0022,423.6952956043813,100.0,10000.0,1
3.825,0.04336513,0.0022,202.02533142370524,46.4159,10000.0,1
3.825,0.07498175,0.0022,97.6876249877088,21.5443,10000.0,1
3.825,0.10909011,0.0022,62.6792047997834,10.0,10000.0,0
3.825,0.00400201,0.0032,43863.73205963153,10000.0,100000.0,1
3.825,0.00548379,0.0032,11842.521055550831,4641.59,46416.0,1
3.825,0.00638142,0.0032,6507.845685622262,2154.43,21544.0,1
3.825,0.00820957,0.0032,2409.468112502895,1000.0,10000.0,1
3.825,0.01114727,0.0032,1288.2433945540756,464.159,10000.0,1
3.825,0.01617556,0.0032,660.3608593748213,215.443,10000.0,1
3.825,0.02586698,0.0032,296.20888477676175,100.0,10000.0,1
3.825,0.04336513,0.0032,140.78726395890837,46.4159,10000.0,1
3.825,0.07498175,0.0032,73.77618886401817,21.5443,10000.0,1
3.825,0.10909011,0.0032,39.41506044200501,10.0,10000.0,1
3.825,0.00400201,0.0046,29171.141400222892,10000.0,100000.0,1
3.825,0.00548379,0.0046,9594.303549879276,4641.59,46416.0,1
3.825,0.00638142,0.0046,4473.222395715023,2154.43,21544.0,1
3.825,0.00820957,0.0046,1916.9476386948947,1000.0,10000.0,1
3.825,0.01114727,0.0046,1004.3141549843161,464.159,10000.0,1
3.825,0.01617556,0.0046,438.3295269308026,215.443,10000.0,1
3.825,0.02586698,0.0046,198.2350875000841,100.0,10000.0,1
3.825,0.04336513,0.0046,90.81567099407408,46.4159,10000.0,1
3.825,0.07498175,0.0046,50.19227607964755,21.5443,10000.0,1
3.825,0.10909011,0.0046,29.736723825171065,10.0,10000.0,1
3.825,0.00400201,0.0068,,10000.0,100000.0,0
3.825,0.00548379,0.0068,7356.710824837866,4641.59,46416.0,1
3.825,0.00638142,0.0068,3192.9753096247796,2154.43,21544.0,1
3.825,0.00820957,0.0068,1550.1555813593732,1000.0,10000.0,1
3.825,0.01114727,0.0068,710.4614560353904,464.159,10000.0,1
3.825,0.01617556,0.0068,346.2947119238015,215.443,10000.0,1
3.825,0.02586698,0.0068,144.47715779232877,100.0,10000.0,1
3.825,0.04336513,0.0068,70.77300665816138,46.4159,10000.0,1
3.825,0.07498175,0.0068,35.13172585946837,21.5443,10000.0,1
3.825,0.10909011,0.0068,19.24698461591314,10.0,10000.0,1
3.825,0.00400201,0.02,14804.292248830287,10000.0,100000.0,1
3.825,0.00548379,0.02,2045.012244553094,4641.59,46416.0,1
3.825,0.00638142,0.02,995.9750250150573,2154.43,21544.0,1
3.825,0.00820957,0.02,583.6202360333173,1000.0,10000.0,1
3.825,0.01114727,0.02,293.3871929853688,464.159,10000.0,1
3.825,0.01617556,0.02,141.91907188081373,215.443,10000.0,1
3.825,0.02586698,0.02,57.637388181919874,100.0,10000.0,1
3.825,0.04336513,0.02,22.397410053041796,46.4159,10000.0,1
3.825,0.07498175,0.02,12.703106899326999,21.5443,10000.0,1
3.825,0.10909011,0.02,6.798030168785928,10.0,10000.0,1
3.825,0.00400201,0.03,3153.688915054695,10000.0,100000.0,1
3.825,0.00548379,0.03,1528.1647796877007,4641.59,46416.0,1
3.825,0.00638142,0.03,716.5423500301345,2154.43,21544.0,1
3.825,0.00820957,0.03,384.96882072752373,1000.0,10000.0,1
3.825,0.01114727,0.03,198.2434462501837,464.159,10000.0,1
3.825,0.01617556,0.03,87.5911027877836,215.443,10000.0,1
3.825,0.02586698,0.03,41.88339653322359,100.0,10000.0,1
3.825,0.04336513,0.03,17.923397392900224,46.4159,10000.0,1
3.825,0.07498175,0.03,8.42579004695571,21.5443,10000.0,1
3.825,0.10909011,0.03,2.3731350693859126,10.0,10000.0,1
3.825,0.00400201,0.04,10154.20509432239,10000.0,100000.0,1
3.825,0.00548379,0.04,11811.944086748596,4641.59,46416.0,1
3.825,0.00638142,0.04,,2154.43,21544.0,0
3.825,0.00820957,0.04,,1000.0,10000.0,0
3.825,0.01114727,0.04,,464.159,10000.0,0
3.825,0.01617556,0.04,1566.1534834858542,215.443,10000.0,0
3.825,0.02586698,0.04,165.41050167676406,100.0,10000.0,1
3.825,0.04336513,0.04,28.15743352760136,46.4159,10000.0,1
3.825,0.07498175,0.04,8.298831660345957,21.5443,10000.0,1
3.825,0.10909011,0.04,2.1462530282802676,10.0,10000.0,1
3.825,0.00400201,0.05,30446.908190178554,10000.0,100000.0,1
3.825,0.00548379,0.05,,4641.59,46416.0,0
3.825,0.00638142,0.05,,2154.43,21544.0,0
3.825,0.00820957,0.05,,1000.0,10000.0,0
3.825,0.01114727,0.05,,464.159,10000.0,0
3.825,0.01617556,0.05,,215.443,10000.0,0
3.825,0.02586698,0.05,1920.5845568344635,100.0,10000.0,0
3.825,0.04336513,0.05,173.711964261595,46.4159,10000.0,1
3.825,0.07498175,0.05,13.19668800913457,21.5443,10000.0,1
3.825,0.10909011,0.05,6.037763891667691,10.0,10000.0,1
3.825,0.00400201,0.06,15174.810869617682,10000.0,100000.0,1
3.825,0.00548379,0.06,20114.003810449136,4641.59,46416.0,1
3.825,0.00638142,0.06,,2154.43,21544.0,0
3.825,0.00820957,0.06,,1000.0,10000.0,0
3.825,0.01114727,0.06,,464.159,10000.0,0
3.825,0.01617556,0.06,,215.443,10000.0,0
3.825,0.02586698,0.06,4300.473231533138,100.0,10000.0,0
3.825,0.04336513,0.06,669.113662405592,46.4159,10000.0,0
3.825,0.07498175,0.06,20.55423096888574,21.5443,10000.0,1
3.825,0.10909011,0.06,6.09458230314683,10.0,10000.0,1
3.85,0.00168692,0.001,,10000.0,100000.0,0
3.85,0.00219394,0.001,,4641.59,46416.0,0
3.85,0.00360235,0.001,,2154.43,21544.0,0
3.85,0.00550429,0.001,,1000.0,10000.0,0
3.85,0.00791707,0.001,,464.159,10000.0,0
3.85,0.01286914,0.001,1985.3885899539498,215.443,10000.0,0
3.85,0.02056967,0.001,1101.8743931770373,100.0,10000.0,0
3.85,0.03666986,0.001,543.3391829350517,46.4159,10000.0,0
3.85,0.06897679,0.001,270.20715586231216,21.5443,10000.0,0
3.85,0.1146212,0.001,186.15403488560423,10.0,10000.0,0
3.85,0.00168692,0.0015,40960.00508860381,10000.0,100000.0,1
3.85,0.00219394,0.0015,,4641.59,46416.0,0
3.85,0.00360235,0.0015,9871.621828291969,2154.43,21544.0,1
3.85,0.00550429,0.0015,,1000.0,10000.0,0
3.85,0.00791707,0.0015,3072.3245447433264,464.159,10000.0,0
3.85,0.01286914,0.0015,1472.4887581450391,215.443,10000.0,0
3.85,0.02056967,0.0015,705.4813761892752,100.0,10000.0,0
3.85,0.03666986,0.0015,333.0945582454367,46.4159,10000.0,0
3.85,0.06897679,0.0015,168.88720171874442,21.5443,10000.0,0
3.85,0.1146212,0.0015,90.61882461319215,10.0,10000.0,0
3.85,0.00168692,0.0022,25834.123288215815,10000.0,100000.0,1
3.85,0.00219394,0.0022,18223.431459356358,4641.59,46416.0,1
3.85,0.00360235,0.0022,6842.222783044301,2154.43,21544.0,1
3.85,0.00550429,0.0022,3514.182690385045,1000.0,10000.0,1
3.85,0.00791707,0.0022,1984.1622054063653,464.159,10000.0,1
3.85,0.01286914,0.0022,925.3532714840857,215.443,10000.0,1
3.85,0.02056967,0.0022,484.86251088968436,100.0,10000.0,1
3.85,0.03666986,0.0022,218.16927448555302,46.4159,10000.0,1
3.85,0.06897679,0.0022,105.84368118934303,21.5443,10000.0,1
3.85,0.1146212,0.0022,62.93815310909958,10.0,10000.0,0
3.85,0.00168692,0.0032,27350.720148640183,10000.0,100000.0,1
3.85,0.00219394,0.0032,11585.264990774587,4641.59,46416.0,1
3.85,0.00360235,0.0032,4671.796546744521,2154.43,21544.0,1
3.85,0.00550429,0.0032,2173.0107476617773,1000.0,10000.0,1
3.85,0.00791707,0.0032,1414.154998735693,464.159,10000.0,1
3.85,0.01286914,0.0032,635.2152925628835,215.443,10000.0,1
3.85,0.02056967,0.0032,303.83399171100695,100.0,10000.0,1
3.85,0.03666986,0.0032,144.18261407220808,46.4159,10000.0,1
3.85,0.06897679,0.0032,63.26667873850078,21.5443,10000.0,1
3.85,0.1146212,0.0032,37.600825087618766,10.0,10000.0,1
3.85,0.00168692,0.0046,22849.932053274522,10000.0,100000.0,1
3.85,0.00219394,0.0046,11877.11982951446,4641.59,46416.0,1
3.85,0.00360235,0.0046,4225.754291469924,2154.43,21544.0,1
3.85,0.00550429,0.0046,1653.6359617092132,1000.0,10000.0,1
3.85,0.00791707,0.0046,1028.4943679075209,464.159,10000.0,1
3.85,0.01286914,0.0046,414.15078384450317,215.443,10000.0,1
3.85,0.02056967,0.0046,226.91829888259517,100.0,10000.0,1
3.85,0.03666986,0.0046,107.53894211768517,46.4159,10000.0,1
3.85,0.06897679,0.0046,44.46072709168644,21.5443,10000.0,1
3.85,0.1146212,0.0046,28.363685993125788,10.0,10000.0,1
3.85,0.00168692,0.0068,16637.868650143457,10000.0,100000.0,1
3.85,0.00219394,0.0068,9658.886173723833,4641.59,46416.0,1
3.85,0.00360235,0.0068,3022.471612157976,2154.43,21544.0,1
3.85,0.00550429,0.0068,1405.19442094332,1000.0,10000.0,1
3.85,0.00791707,0.0068,659.0197111763829,464.159,10000.0,1
3.85,0.01286914,0.0068,312.3325019338847,215.443,10000.0,1
3.85,0.02056967,0.0068,142.20940228324497,100.0,10000.0,1
3.85,0.03666986,0.0068,71.67462683437054,46.4159,10000.0,1
3.85,0.06897679,0.0068,32.06176484722727,21.5443,10000.0,1
3.85,0.1146212,0.0068,16.526168334480257,10.0,10000.0,1
3.85,0.00168692,0.02,4722.656249484301,10000.0,100000.0,1
3.85,0.00219394,0.02,2326.4050728907364,4641.59,46416.0,1
3.85,0.00360235,0.02,1002.3961293448119,2154.43,21544.0,1
3.85,0.00550429,0.02,494.02991220402856,1000.0,10000.0,1
3.85,0.00791707,0.02,270.65676565023205,464.159,10000.0,1
3.85,0.01286914,0.02,132.7775692738751,215.443,10000.0,1
3.85,0.02056967,0.02,62.57233274790161,100.0,10000.0,1
3.85,0.03666986,0.02,25.66933126576062,46.4159,10000.0,1
3.85,0.06897679,0.02,11.453669271854281,21.5443,10000.0,1
3.85,0.1146212,0.02,2.1828262304617176,10.0,10000.0,1
3.85,0.00168692,0.03,2999.5356409815868,10000.0,100000.0,1
3.85,0.00219394,0.03,1506.855293385313,4641.59,46416.0,1
3.85,0.00360235,0.03,807.9014800044755,2154.43,21544.0,1
3.85,0.00550429,0.03,385.0598845403266,1000.0,10000.0,1
3.85,0.00791707,0.03,204.00123405868626,464.159,10000.0,1
3.85,0.01286914,0.03,82.53723410347085,215.443,10000.0,1
3.85,0.02056967,0.03,40.81816937655199,100.0,10000.0,1
3.85,0.03666986,0.03,20.47626809830321,46.4159,10000.0,1
3.85,0.06897679,0.03,8.041442897092628,21.5443,10000.0,1
3.85,0.1146212,0.03,2.191741888888333,10.0,10000.0,1
3.85,0.00168692,0.04,1863.5442482487144,10000.0,100000.0,1
3.85,0.00219394,0.04,1381.5502680036668,4641.59,46416.0,1
3.85,0.00360235,0.04,1745.6786426985036,2154.43,21544.0,1
3.85,0.00550429,0.04,3709.387145152406,1000.0,10000.0,1
3.85,0.00791707,0.04,2147.161391915722,464.159,10000.0,1
3.85,0.01286914,0.04,770.3035375619057,215.443,10000.0,1
3.85,0.02056967,0.04,251.79612471316406,100.0,10000.0,1
3.85,0.03666986,0.04,30.9897210116138,46.4159,10000.0,1
3.85,0.06897679,0.04,8.295056016596998,21.5443,10000.0,1
3.85,0.1146212,0.04,1.9960561841692623,10.0,10000.0,1
3.85,0.00168692,0.05,8242.559936624013,10000.0,100000.0,1
3.85,0.00219394,0.05,14435.750122664514,4641.59,46416.0,1
3.85,0.00360235,0.05,7953.227505405728,2154.43,21544.0,1
3.85,0.00550429,0.05,,1000.0,10000.0,0
3.85,0.00791707,0.05,,464.159,10000.0,0
3.85,0.01286914,0.05,,215.443,10000.0,0
3.85,0.02056967,0.05,2109.4027680559702,100.0,10000.0,0
3.85,0.03666986,0.05,112.664246041961,46.4159,10000.0,1
3.85,0.06897679,0.05,12.754697474224434,21.5443,10000.0,1
3.85,0.1146212,0.05,2.3466498617046665,10.0,10000.0,1
3.85,0.00168692,0.06,15902.286172703156,10000.0,100000.0,1
3.85,0.00219394,0.06,17672.181561958634,4641.59,46416.0,1
3.85,0.00360235,0.06,,2154.43,21544.0,0
3.85,0.00550429,0.06,,1000.0,10000.0,0
3.85,0.00791707,0.06,,464.159,10000.0,0
3.85,0.01286914,0.06,,215.443,10000.0,0
3.85,0.02056967,0.06,,100.0,10000.0,0
3.85,0.03666986,0.06,506.0837706172576,46.4159,10000.0,0
3.85,0.06897679,0.06,21.024337566010967,21.5443,10000.0,1
3.85,0.1146212,0.06,2.6581171561187302,10.0,10000.0,1
